,CD_GEOCODM,NM_AGSN,CodAGSN,Estimated_Population,DPO_EmAGSN,Pop_EmAGSN,AbsoluteDifference,ProportionalDifference
429,3518800,JARDIM PRESIDENTE DUTRA IV,35188000095.0,828.35888671875,274,997,-168.64111328125,-0.16914855895812436
430,3518800,JARDIM PRESIDENTE DUTRA III,35188000041.0,2353.6669921875,689,2615,-261.3330078125,-0.09993614065487572
431,3518800,NÚCLEO VILA NOVA BONSUCESSO I / RUA ITUTINGA,35188000141.0,,80,302,,
432,3518800,CIDADE PARQUE ALVORADA,35188000043.0,1305.32373046875,266,995,310.32373046875,0.3118831461997487
433,3518800,CIDADE PARQUE ALVORADA III,35188000081.0,263.0,62,263,0.0,0.0
434,3518800,JARDIM SANTA PAULA,35188000069.0,608.564697265625,153,580,28.564697265625,0.04924947804418103
435,3518800,"NÚCLEO PONTE ALTA I, II E III",35188000142.0,217.91107177734375,32,160,57.91107177734375,0.36194419860839844
436,3518800,"NÚCLEO PONTA ALTA IV, V, VI E VII",35188000143.0,3267.431640625,852,3245,22.431640625,0.006912678158705701
437,3518800,NÚCLEO PONTE ALTA II,35188000059.0,3457.16796875,883,3361,96.16796875,0.028612903525736387
438,3518800,JARDIM NOVA BONSUCESSO,35188000036.0,827.0,221,827,0.0,0.0
439,3518800,VILA CARMELA II,35188000061.0,759.689697265625,378,1307,-547.310302734375,-0.41875310079141165
440,3518800,NÚCLEO VILA NOVA BONSUCESSO,35188000060.0,594.0,164,594,0.0,0.0
441,3518800,BONSUCESSO,35188000098.0,633.0,181,633,0.0,0.0
442,3518800,JARDIM ANGÉLICA II,35188000154.0,307.7320861816406,79,259,48.732086181640625,0.18815477290208735
443,3518800,JARDIM ARUJÁ,35188000156.0,72.34498596191406,62,223,-150.65501403808594,-0.6755830225923136
444,3518800,JARDIM CANAÃ / ÁGUA CHATA,35188000158.0,747.9999389648438,205,748,-6.103515625e-05,-8.159780247326203e-08
445,3518800,GRANJA ELIANA,35188000159.0,7.001497745513916,70,274,-266.9985022544861,-0.9744470885200222
446,3518800,"CIDADE ARACÍLIA I, II",35188000160.0,385.32373046875,101,357,28.32373046875,0.0793381805847339
447,3518800,VILA LAURITA,35188000161.0,95.23021697998047,61,252,-156.76978302001953,-0.622102313571506
448,3518800,VILA LAURITA II,35188000162.0,279.0,83,279,0.0,0.0
449,3518800,NÚCLEO HABITACIONAL JARDIM GUARACY,35188000189.0,574.0,150,574,0.0,0.0
450,3518800,PANTANAL / ESTRADA ITAIM,35188000163.0,338.0,87,338,0.0,0.0
451,3518800,CIDADE SATÉLITE II,35188000165.0,1208.0,376,1208,0.0,0.0
452,3518800,JARDIM CENTENÁRIO,35188000172.0,634.345703125,128,476,158.345703125,0.33265904017857145
453,3518800,RECANTO DO SOL,35188000173.0,405.0,104,405,0.0,0.0
454,3518800,RUA DA POSSE,35188000174.0,,53,221,,
455,3518800,JARDIM ALBERTINA,35188000175.0,2.8683671951293945,85,295,-292.1316328048706,-0.9902767213724427
456,3522208,PARQUE PARAÍSO,35222080001.0,873.1954345703125,256,958,-84.8045654296875,-0.08852251088693894
457,3522208,JARDIM JACIRA,35222080003.0,423.00494384765625,62,247,176.00494384765625,0.712570622865005
458,3522208,GUARANI,35222080007.0,,70,267,,
459,3522505,JARDIM DONA ELVIRA,35225050001.0,90.82038116455078,183,606,-515.1796188354492,-0.8501313842169129
460,3522505,AREIÃO - 1ª ETAPA,35225050002.0,1414.0,371,1414,0.0,0.0
461,3522505,JARDIM SÃO LUIS,35225050003.0,608.3035278320312,150,547,61.30352783203125,0.11207226294704067
462,3522505,AREIÃO - 2ª ETAPA,35225050004.0,605.9999389648438,147,606,-6.103515625e-05,-1.0071807962046205e-07
463,3523107,VILA SARNEY,35231070002.0,1440.0,391,1440,0.0,0.0
464,3523107,VILA ESPERANÇA,35231070003.0,1720.9527587890625,503,1942,-221.0472412109375,-0.11382453203446834
465,3523107,NÚCLEO VILA SÔNIA,35231070014.0,784.2877197265625,211,783,1.2877197265625,0.001644597351931673
466,3523107,JARDIM CANAÃ OU MORADA FELIZ,35231070005.0,1292.9664306640625,368,1297,-4.0335693359375,-0.0031099223869988433
467,3523107,NÚCLEO QUINTA DA BOA VISTA,35231070006.0,5976.99169921875,1677,6130,-153.00830078125,-0.02496057108992659
468,3523107,TERRA PROMETIDA,35231070007.0,3414.19921875,920,3418,-3.80078125,-0.0011119898332358105
469,3523107,RUA DA TUBULAÇÃO,35231070011.0,3312.45654296875,842,3277,35.45654296875,0.010819817811641746
470,3523107,NÚCLEO VILA MONTE BELO,35231070013.0,4745.0,1247,4593,152.0,0.033093838449814936
471,3523107,VILA SÔNIA,35231070004.0,1179.047119140625,325,1238,-58.952880859375,-0.047619451421142975
472,3523107,PARQUE CALIFÓRNIA,35231070008.0,710.3187255859375,230,827,-116.6812744140625,-0.14108981186706468
473,3523107,MARENGO BAIXO,35231070009.0,758.0008544921875,181,674,84.0008544921875,0.12463034791125742
474,3523107,MARENGO,35231070010.0,1727.9503173828125,371,1363,364.9503173828125,0.2677551851671405
475,3523107,KEMEL/VILA ARIZONA,35231070012.0,485.4527893066406,146,586,-100.54721069335938,-0.1715822708077805
476,3525003,DA RUA ESPERANÇA,35250030001.0,1889.072509765625,502,1810,79.072509765625,0.04368646948377072
477,3525003,COMUNA URBANA DOM ELDER CÂMERA,35250030002.0,262.0,76,262,0.0,0.0
478,3529401,RUA JOSÉ CÂNDIDO CERQUEIRA LEITE II,35294010001.0,1097.0,339,1097,0.0,0.0
479,3529401,JARDIM ORATÓRIO,35294010003.0,25553.33984375,6864,25771,-217.66015625,-0.008445933656047495
480,3529401,JARDIM CERQUEIRA LEITE / AVENIDA WASHINGTON LUÍS,35294010045.0,2923.0,738,2923,0.0,0.0
481,3529401,"ESTRADA ADUTORA DO RIO CLARO, Nº 237",35294010004.0,1163.0,279,1163,0.0,0.0
482,3529401,RUA TRÊS AMÉRICAS,35294010009.0,1219.0,337,1219,0.0,0.0
483,3529401,RUA AMÉRICA DO SUL,35294010028.0,1109.43798828125,230,918,191.43798828125,0.2085381135961329
484,3529401,RUA JOAQUIM PEREIRA DOS SANTOS,35294010044.0,738.0,206,738,0.0,0.0
485,3529401,RUA CHICO MENDES,35294010038.0,1024.86181640625,285,984,40.86181640625,0.041526236185213415
486,3529401,RUA POMPEU BUZZETO,35294010032.0,374.0,101,374,0.0,0.0
487,3529401,RUA PEDRO SERODE,35294010010.0,1303.576171875,336,1129,174.576171875,0.15462902734720993
488,3529401,RUA ANTENOR NICÃO,35294010034.0,193.41714477539062,113,352,-158.58285522460938,-0.450519475069913
489,3529401,RUA EVARISTO BASSO,35294010012.0,550.0,147,550,0.0,0.0
490,3529401,AVENIDA JESUÍNO NICOMÉDIO SANTOS,35294010014.0,692.6354370117188,178,567,125.63543701171875,0.22157925398892195
491,3529401,JARDIM KENNEDY,35294010033.0,1775.0,420,1775,0.0,0.0
492,3529401,RUA IDA SCILLA GIANONI,35294010017.0,525.8724975585938,106,370,155.87249755859375,0.42127702042863174
493,3529401,RUA JOSÉ LEARDINI,35294010029.0,,102,356,,
494,3529401,RUA ARIZONA,35294010037.0,,56,168,,
495,3529401,NÚCLEO PEDREIRINHA,35294010013.0,667.2208862304688,251,918,-250.77911376953125,-0.27317986249404275
496,3529401,NÚCLEO PEDRINHA II,35294010043.0,1344.0,386,1344,0.0,0.0
497,3529401,RUA LIBERALLI POLIZEL,35294010023.0,2499.237548828125,752,2719,-219.762451171875,-0.080824733788847
498,3529401,AVENIDA DO MANACÁ,35294010030.0,746.7685546875,244,799,-52.2314453125,-0.06537102041614518
499,3529401,VILA CARLINA,35294010031.0,966.5907592773438,252,946,20.59075927734375,0.02176613031431686
500,3529401,CHAFIK / MACUCO,35294010007.0,26225.72265625,7104,25761,464.72265625,0.01803977548425915
501,3529401,RUA VINÍCIUS DE MORAES,35294010025.0,520.76416015625,110,379,141.76416015625,0.37404791597955145
502,3529401,RUA CASSIANO RICARDO,35294010024.0,216.1602020263672,126,439,-222.8397979736328,-0.5076077402588447
503,3529401,CHÁCARA MARIA APARECIDA,35294010046.0,2008.0,542,2008,0.0,0.0
504,3529401,JARDIM ÉDEN,35294010039.0,3031.5283203125,872,3158,-126.4716796875,-0.040048030300031665
505,3529401,RUA BENEDITO MAIA,35294010041.0,1494.696533203125,380,1250,244.696533203125,0.1957572265625
506,3529401,VIELA ARAPONGA,35294010027.0,465.534912109375,245,888,-422.465087890625,-0.47574897284980294
507,3529401,RUA JOÃO VARIN,35294010047.0,442.0,110,442,0.0,0.0
508,3529401,RUA ANDIRÁ / ARANAVAI,35294010048.0,504.8038024902344,149,649,-144.19619750976562,-0.2221821225111951
509,3529401,RUA IMBUIA,35294010051.0,194.0,52,194,0.0,0.0
510,3529401,RUA SATURNINO JOÃO DA SILVA,35294010049.0,639.0,179,639,0.0,0.0
511,3529401,JARDIM PAJUSSARA,35294010052.0,709.0,204,709,0.0,0.0
512,3529401,RUA DA CONQUISTA,35294010050.0,165.83981323242188,99,345,-179.16018676757812,-0.5193048891813858
513,3534401,NOVA PIRATININGA,35344010136.0,320.0,91,320,0.0,0.0
514,3534401,JARDIM OSASCO - AF,35344010024.0,379.0,83,379,0.0,0.0
515,3534401,JARDIM PACHECO CHAVES - BX,35344010030.0,162.73150634765625,83,292,-129.26849365234375,-0.4427003207272046
516,3534401,VILA FLAMENGO,35344010137.0,369.0,93,369,0.0,0.0
517,3534401,JARDIM PIRATININGA - CI,35344010078.0,2368.25341796875,691,2497,-128.74658203125,-0.051560505419002804
518,3534401,VILA SERVENTINA - BC,35344010046.0,519.0,132,519,0.0,0.0
519,3534401,JARDIM ROCHDALE - P,35344010113.0,2467.405029296875,776,2889,-421.594970703125,-0.14593110789308583
520,3534401,JARDIM MARIETA - N,35344010011.0,1901.0,502,1901,0.0,0.0
521,3534401,CIDADE MUNHOZ JÚNIOR - C2,35344010110.0,464.0,118,464,0.0,0.0
522,3534401,BEL JARDIM - C2,35344010076.0,1300.481689453125,337,1286,14.481689453125,0.011261033789366251
523,3534401,BEL JARDIM - CH 1,35344010029.0,628.0701904296875,160,613,15.0701904296875,0.024584323702589724
524,3534401,BEL JARDIM - CH,35344010048.0,1068.00244140625,302,977,91.00244140625,0.09314477114252814
525,3534401,RADOR,35344010139.0,256.0,65,256,0.0,0.0
526,3534401,JARDIM HELENA - J,35344010050.0,3176.58251953125,809,2914,262.58251953125,0.09011067931751887
527,3534401,JARDIM ALIANÇA - DR,35344010103.0,3369.74365234375,980,3543,-173.25634765625,-0.04890102953887948
528,3534401,JARDIM ROCHDALE,35344010112.0,2622.9697265625,679,2433,189.9697265625,0.07808044659371147
529,3534401,JARDIM ROCHDALE - I,35344010008.0,3622.0,858,3216,406.0,0.12624378109452736
530,3534401,JARDIM ROCHDALE - BJ,35344010054.0,2780.425537109375,1115,4056,-1275.574462890625,-0.31449074528861565
531,3534401,JARDIM MARIETA - CD,35344010074.0,1006.5687255859375,154,576,430.5687255859375,0.7475151485866971
532,3534401,JARDIM ADALGISA,35344010115.0,359.0,105,359,0.0,0.0
533,3534401,JARDIM PADROEIRA - AA,35344010019.0,382.2262878417969,240,951,-568.7737121582031,-0.5980796132052609
534,3534401,ROCHDALE - L,35344010002.0,314.0000305175781,88,314,3.0517578125e-05,9.718973925159236e-08
535,3534401,CONJUNTO HABITACIONAL ULISSES GUIMARÃES,35344010067.0,,92,290,,
536,3534401,JARDIM PADROEIRA - CF,35344010033.0,363.0,97,363,0.0,0.0
537,3534401,QUITAÚNA - BI,35344010053.0,499.27972412109375,197,693,-193.72027587890625,-0.27953863763189934
538,3534401,CIDADE MUNHOZ JÚNIOR - A,35344010001.0,816.0,433,1793,-977.0,-0.5448968209704406
539,3534401,JARDIM HELENA MARIA - K,35344010125.0,648.0,195,648,0.0,0.0
540,3534401,JARDIM BARONESA - G,35344010007.0,,98,379,,
541,3534401,JARDIM BARONESA - CT,35344010088.0,411.0,107,411,0.0,0.0
542,3534401,VILA SÃO JOSÉ - L,35344010009.0,718.0,185,718,0.0,0.0
543,3534401,JARDIM MUTINGA - BA,35344010045.0,544.0,151,544,0.0,0.0
544,3534401,JARDIM NOVO OSASCO - AB,35344010020.0,553.0,151,553,0.0,0.0
545,3534401,JAGUARIBE,35344010149.0,668.9376831054688,153,602,66.93768310546875,0.1111921646270245
546,3534401,JARDIM SÃO JORGE - AZ,35344010044.0,913.8990478515625,203,799,114.8990478515625,0.14380356426979035
547,3534401,JARDIM SANTO ANTÔNIO - AH,35344010131.0,138.93035888671875,87,306,-167.06964111328125,-0.5459792193244485
548,3534401,VILA SÃO FRANCISCO - AS,35344010037.0,683.0,181,683,0.0,0.0
549,3534401,JARDIM TURÍBIO - BS,35344010063.0,1514.021728515625,502,1764,-249.978271484375,-0.1417110382564484
550,3534401,JARDIM PADROEIRA,35344010122.0,1642.0,422,1642,0.0,0.0
551,3534401,CIDADE MUNHOZ JÚNIOR,35344010128.0,2479.0,649,2479,0.0,0.0
552,3534401,JARDIM HELENA MARIA - BM,35344010126.0,945.9998779296875,271,946,-0.0001220703125,-1.2903838530655392e-07
553,3534401,VILA RODRIGUES - BE,35344010064.0,220.0,62,220,0.0,0.0
554,3534401,JARDIM TEREZA - AV,35344010039.0,783.0,228,783,0.0,0.0
555,3534401,JARDIM VELOSO - BK,35344010055.0,858.9386596679688,271,1087,-228.06134033203125,-0.20980804078383739
556,3534401,JARDIM TURÍBIO - AR,35344010051.0,297.0,84,297,0.0,0.0
557,3534401,JARDIM MUNHOZ JÚNIOR - CB,35344010072.0,736.5946044921875,157,603,133.5946044921875,0.22154992453099087
558,3534401,JARDIM MUNHOZ JÚNIOR - E,35344010005.0,445.0,119,445,0.0,0.0
559,3534401,JARDIM HELENA MARIA - D I,35344010004.0,1871.1806640625,545,2086,-214.8193359375,-0.10298146497483221
560,3534401,VILA MENK - BU,35344010065.0,525.0,142,525,0.0,0.0
561,3534401,VILA MENK - AY,35344010042.0,832.0,213,832,0.0,0.0
562,3534401,JARDIM D'ÁVILA - CQ,35344010085.0,805.2037963867188,184,707,98.20379638671875,0.1389021165300124
563,3534401,JARDIM NOVO OSASCO - AD,35344010022.0,,99,376,,
564,3534401,JARDIM VELOSO - BN,35344010058.0,1108.0,218,869,239.0,0.27502876869965476
565,3534401,JARDIM TURÍBIO - AP,35344010034.0,680.0,188,680,0.0,0.0
566,3534401,JARDIM DAS BANDEIRAS - AQ I,35344010035.0,915.0,246,915,0.0,0.0
567,3534401,JARDIM DAS BANDEIRAS,35344010117.0,1814.558349609375,754,2896,-1081.441650390625,-0.3734259842509064
568,3534401,JARDIM BARONESA - DF,35344010099.0,973.0,252,973,0.0,0.0
569,3534401,JARDIM BONANÇA - BZ,35344010070.0,452.0000305175781,124,452,3.0517578125e-05,6.751676576327434e-08
570,3534401,JARDIM BARONESA - CY,35344010091.0,1490.163330078125,430,1584,-93.836669921875,-0.05924032192037563
571,3534401,VILA MENK - BY,35344010068.0,523.0,150,523,0.0,0.0
572,3534401,JARDIM SÃO VICTOR - U,35344010014.0,696.0,168,696,0.0,0.0
573,3534401,JARDIM VELOSO - AE,35344010132.0,3422.052734375,822,3049,373.052734375,0.12235248749590029
574,3534401,B.P.,35344010135.0,826.0,230,826,0.0,0.0
575,3534401,BONANÇA P,35344010144.0,2405.2392578125,600,2348,57.2392578125,0.02437787811435264
576,3534401,JARDIM SANTA RITA DE CÁSSIA - CP,35344010084.0,547.158447265625,188,741,-193.841552734375,-0.26159453810307015
577,3534401,VILA MENCK - CK,35344010079.0,648.0,156,648,0.0,0.0
578,3534401,VELOSO - DG,35344010010.0,,33,127,,
579,3534401,AÇUCARÁ,35344010142.0,1492.4158935546875,432,1591,-98.5841064453125,-0.06196361184494815
580,3534401,JARDIM PAULISTA - W,35344010016.0,870.0,225,870,0.0,0.0
581,3534401,SANTA MARIA,35344010141.0,2083.0,525,2083,0.0,0.0
582,3534401,JARDIM NOVO OSASCO - AC,35344010021.0,429.0,122,429,0.0,0.0
583,3534401,PORTAL D'OESTE,35344010148.0,3243.1259765625,903,3278,-34.8740234375,-0.01063881129881025
584,3543303,NÚCLEO 29 DA JOÃO LÚCIO DE MORAES,35433030002.0,847.94775390625,222,821,26.94775390625,0.032823086365712545
585,3543303,NÚCLEO 22 JARDIM PRIMAVERA,35433030001.0,678.0,186,678,0.0,0.0
586,3543303,NÚCLEO 07 CHÁCARA ALIANÇA - RUA PROJETADA E RUA PORTO DAS DU,35433030003.0,982.5335083007812,269,1005,-22.46649169921875,-0.022354718108675373
587,3543303,NÚCLEO 06 - 28 - 30 - 31 - 32 - 33 DA AV. CORONEL OLIVEIRA,35433030004.0,1211.3997802734375,215,765,446.3997802734375,0.5835291245404411
588,3547304,JARDIM GRANADA,35473040005.0,2548.0,703,2548,0.0,0.0
589,3547304,VILA RANGEL,35473040006.0,1468.0,397,1468,0.0,0.0
590,3547809,GAMBOA,35478090044.0,1208.0,342,1208,0.0,0.0
591,3547809,TAMARUTACA,35478090002.0,6290.279296875,1637,6185,105.279296875,0.01702171331851253
592,3547809,JARDIM CRISTIANE,35478090073.0,2033.1689453125,587,2281,-247.8310546875,-0.1086501774167032
593,3547809,CAIUBI TAIOCA,35478090051.0,286.0,92,286,0.0,0.0
594,3547809,SACADURA CABRAL,35478090001.0,2160.20166015625,515,2059,101.20166015625,0.04915087914339485
595,3547809,QUILOMBO II,35478090053.0,425.649169921875,199,801,-375.350830078125,-0.4686027841175094
596,3547809,HOMERO THON,35478090082.0,850.0,248,850,0.0,0.0
597,3547809,SÃO SEBASTIÃO,35478090034.0,284.52398681640625,146,532,-247.47601318359375,-0.4651804759090108
598,3547809,NOVA CENTREVILLE,35478090083.0,1137.0,334,1137,0.0,0.0
599,3547809,NOVA PROGRESSO,35478090050.0,507.0,142,507,0.0,0.0
600,3547809,QUEIRÓS FILHO,35478090015.0,342.07342529296875,157,515,-172.92657470703125,-0.33577975671268206
601,3547809,BOUGIVAL ASCENSÃO,35478090030.0,408.0,123,408,0.0,0.0
602,3547809,VILA JUNQUEIRA,35478090037.0,330.12359619140625,131,504,-173.87640380859375,-0.3449928646995908
603,3547809,APUCARANA,35478090035.0,564.1907958984375,201,704,-139.8092041015625,-0.19859261946244675
604,3547809,VISTA ALEGRE,35478090067.0,2403.4892578125,653,2410,-6.5107421875,-0.0027015527748962655
605,3547809,CONDOMINÍO MARACANÃ,35478090012.0,793.0,219,793,0.0,0.0
606,3547809,GREGÓRIO DE MATTOS,35478090013.0,1123.966796875,322,1217,-93.033203125,-0.07644470264995891
607,3547809,LAMARTINE I,35478090055.0,792.0,148,547,245.0,0.44789762340036565
608,3547809,DOMINICANOS,35478090025.0,572.0,167,572,0.0,0.0
609,3547809,CRUZADO II,35478090061.0,6114.2861328125,1342,4900,1214.2861328125,0.24781349649234694
610,3547809,BIZÂNCIO,35478090024.0,800.0,247,800,0.0,0.0
611,3547809,MISSIONÁRIOS I,35478090026.0,689.0,203,689,0.0,0.0
612,3547809,JOÃO DE BARROS,35478090085.0,979.0,269,979,0.0,0.0
613,3547809,DOM JOÃO III,35478090028.0,,32,97,,
614,3547809,BARTOLOMEU DIAS,35478090027.0,348.0,98,348,0.0,0.0
615,3547809,SÍTIO DOS VIANAS,35478090054.0,5497.0,1596,5285,212.0,0.04011352885525071
616,3547809,JARDIM PRIMAVERA,35478090070.0,770.6737060546875,331,1197,-426.3262939453125,-0.35616231741463034
617,3547809,AMORITAS,35478090036.0,1199.0,308,1199,0.0,0.0
618,3547809,GALILÉIA,35478090020.0,199.0,62,199,0.0,0.0
619,3547809,MAURÍCIO DE MEDEIROS,35478090084.0,409.0,112,409,0.0,0.0
620,3547809,SANTA CRISTINA III,35478090021.0,2422.0,714,2422,0.0,0.0
621,3547809,SANTA CRISTINA I / NOVA CONQUISTA,35478090042.0,1205.0,322,1205,0.0,0.0
622,3547809,SANTA CRISTINA II,35478090032.0,1860.0,528,1860,0.0,0.0
623,3547809,PINTASSILGO,35478090059.0,2786.669189453125,775,2790,-3.330810546875,-0.0011938389056899642
624,3547809,CACONDE,35478090017.0,197.99778747558594,73,265,-67.00221252441406,-0.2528385378279776
625,3547809,VILA METALÚRGICA,35478090010.0,1492.999755859375,468,1493,-0.000244140625,-1.635235264567984e-07
626,3547809,TOLEDANA,35478090068.0,2849.0,799,2849,0.0,0.0
627,3547809,LAMARTINE II,35478090081.0,3325.0029296875,942,3508,-182.9970703125,-0.05216564148018814
628,3547809,PEDRO AMÉRICO,35478090043.0,1130.0,308,1130,0.0,0.0
629,3547809,ESPÍRITO SANTO,35478090069.0,2333.0,699,2333,0.0,0.0
630,3547809,MARGINAL GUARARÁ,35478090029.0,446.0,144,446,0.0,0.0
631,3547809,CHÁCARA BARONESA / HARAS,35478090074.0,1166.4200439453125,310,1137,29.4200439453125,0.025875148588665346
632,3547809,ESPÍRITO SANTO II,35478090075.0,3162.018310546875,849,3025,137.018310546875,0.045295309271694215
633,3547809,EUCALIPTOS,35478090078.0,3031.83544921875,770,2941,90.83544921875,0.030885905888728325
634,3547809,JARDIM IRENE IV/II,35478090087.0,1568.5802001953125,480,1864,-295.4197998046875,-0.1584870170626006
635,3547809,JARDIM IRENE V,35478090088.0,1474.950927734375,377,1379,95.950927734375,0.069580078125
636,3547809,JARDIM IRENE III,35478090086.0,1167.301025390625,362,1258,-90.698974609375,-0.07209775406150636
637,3547809,MISSIONÁRIOS II,35478090089.0,1030.0,283,1030,0.0,0.0
638,3547809,SARAPUÍ,35478090006.0,112.89337158203125,235,822,-709.1066284179688,-0.8626601318953391
639,3547809,SAQUAREMA,35478090003.0,620.0,193,620,0.0,0.0
640,3547809,JARDIM SOROCABA,35478090005.0,2776.201904296875,758,2627,149.201904296875,0.056795547886134376
641,3547809,PIRACANJUBA / PADRE ADRIANUS,35478090009.0,366.0,91,366,0.0,0.0
642,3547809,IPIRANGA I,35478090007.0,824.0,222,824,0.0,0.0
643,3547809,CAPUAVA,35478090011.0,6427.0,1804,6427,0.0,0.0
644,3547809,IPIRANGA II,35478090079.0,824.0,226,824,0.0,0.0
645,3547809,CAPUAVA UNIDA,35478090080.0,405.0,111,405,0.0,0.0
646,3548708,DER - NÚCLEO 02,35487080001.0,3107.0,1328,4591,-1484.0,-0.32324112393813986
647,3548708,RUA AMAZONAS,35487080003.0,2882.0,1040,3418,-536.0,-0.15681685196021064
648,3548708,JARDIM REGINA - NÚCLEO 33,35487080012.0,3761.698974609375,1219,4613,-851.301025390625,-0.18454390318461414
649,3548708,LIMPÃO - NÚCLEO 68,35487080011.0,2956.725830078125,1187,4205,-1248.274169921875,-0.296854737199019
650,3548708,HOLANDA CAVALCANTI - NÚCLEO 58,35487080014.0,822.9999389648438,313,1070,-247.00006103515625,-0.2308411785375292
651,3548708,JESUS NAZARETH - NÚCLEO 59,35487080013.0,489.79876708984375,114,453,36.79876708984375,0.08123348143453367
652,3548708,JARDIM SILVINA - NÚCLEO 66,35487080045.0,6072.0,1833,6670,-598.0,-0.0896551724137931
653,3548708,TELES DE MENEZES,35487080081.0,493.0,110,382,111.0,0.2905759162303665
654,3548708,NOVA DIVINÉIA II,35487080078.0,2050.99267578125,955,3366,-1315.00732421875,-0.39067359602458407
655,3548708,JARDIM NOSSA SENHORA DE FÁTIMA - NÚCLEO 15,35487080025.0,892.4257202148438,159,569,323.42572021484375,0.5684107560893563
656,3548708,JARDIM VIA ANCHIETA - NÚCLEO 20,35487080005.0,,124,426,,
657,3548708,JARDIM LAVÍNIA - NÚCLEO 35,35487080065.0,615.9805297851562,109,356,259.98052978515625,0.7302823870369558
658,3548708,JARDIM CALUX - NÚCLEO 01,35487080002.0,5619.546875,2473,9155,-3535.453125,-0.386177293828509
659,3548708,NAVAL I,35487080022.0,744.0,10,32,712.0,22.25
660,3548708,PAI HERÓI - NÚCLEO 17,35487080069.0,1420.290283203125,705,2518,-1097.709716796875,-0.4359450821274325
661,3548708,ITAMARATI - NÚCLEO 42,35487080062.0,887.3576049804688,186,641,246.35760498046875,0.38433323709901523
662,3548708,ITATIBA COLINA - NÚCLEO 41,35487080036.0,973.0,31,107,866.0,8.093457943925234
663,3548708,SÍTIO DOS VIANA - NÚCLEO 16,35487080068.0,302.0,232,799,-497.0,-0.6220275344180225
664,3548708,PARQUE SÃO BERNARDO - NÚCLEO 39,35487080037.0,11541.4873046875,3223,11688,-146.5126953125,-0.012535309318317932
665,3548708,VILA ESPERANÇA - NÚCLEO 38,35487080040.0,4921.0,1675,6298,-1377.0,-0.21864083836138457
666,3548708,VILA SÃO PEDRO - NÚCLEO 83,35487080070.0,20275.9140625,7669,26321,-6045.0859375,-0.22966779140230234
667,3548708,BOA VISTA - NÚCLEO 70,35487080038.0,4929.71826171875,526,1921,3008.71826171875,1.5662250191143936
668,3548708,NOVO PARQUE - NÚCLEO 62,35487080034.0,1152.0,515,1981,-829.0,-0.41847551741544675
669,3548708,VIANA,35487080077.0,659.0,442,1519,-860.0,-0.5661619486504279
670,3548708,VILA SANTANA - NÚCLEO 84,35487080071.0,884.2300415039062,390,1344,-459.76995849609375,-0.34209074292864117
671,3548708,JARDIM INDUSTRIAL - NÚCLEO 40,35487080033.0,1077.7698974609375,331,1179,-101.2301025390625,-0.08586098603822095
672,3548708,PEDREIRA MUNICIPAL - NÚCLEO 37,35487080039.0,2232.0,458,1620,612.0,0.37777777777777777
673,3548708,BIQUINHA - NÚCLEO 43,35487080064.0,94.03985595703125,325,1199,-1104.9601440429688,-0.9215680934470132
674,3548708,ESTRADA MONTANHÃO - NÚCLEO 64,35487080041.0,2889.10693359375,1503,5251,-2361.89306640625,-0.4497987176549705
675,3548708,AREIÃO - NÚCLEO 51,35487080043.0,2725.7744140625,1546,5426,-2700.2255859375,-0.49764570326898266
676,3548708,SABESP - NÚCLEO 32,35487080046.0,3463.169921875,932,3304,159.169921875,0.04817491582173124
677,3548708,JARDIM JUSSARA - NÚCLEO 73,35487080047.0,975.4983520507812,118,409,566.4983520507812,1.3850815453564334
678,3548708,LULALDO,35487080079.0,784.4473876953125,505,1953,-1168.5526123046875,-0.5983372310827892
679,3548708,BATISTINI - RUA FLORES - NÚCLEO 65,35487080053.0,3642.44384765625,1289,4511,-868.55615234375,-0.1925418205151297
680,3548708,VILA DO BOSQUE - NÚCLEO 57,35487080048.0,1516.0,505,1708,-192.0,-0.11241217798594848
681,3548708,JARDIM REPRÊSA FLORESTAL - NÚCLEO 48,35487080050.0,2021.684326171875,381,1391,630.684326171875,0.4534035414607297
682,3548708,DETROIT - NÚCLEO 11,35487080019.0,1498.03515625,357,1345,153.03515625,0.11378078531598514
683,3548708,VILA CARMINHA - NÚCLEO 12,35487080017.0,1119.7919921875,412,1489,-369.2080078125,-0.2479570233797851
684,3548708,JARDIM IPÊ - NÚCLEO 13,35487080026.0,2255.0,604,2098,157.0,0.07483317445185891
685,3548708,SANTA MÔNICA - NÚCLEO 67,35487080049.0,3249.06787109375,948,3639,-389.93212890625,-0.10715364905365485
686,3548708,JARDIM CLAUDIA - NÚCLEO 18,35487080020.0,2623.893798828125,647,2314,309.893798828125,0.13392126137775498
687,3548708,JARDIM DO LAGO,35487080083.0,855.0000610351562,261,853,2.00006103515625,0.0023447374386356976
688,3548708,REPRÊSA - ALVARENGA - CAMA PAR - NÚCLEO 53,35487080052.0,5160.564453125,1243,4203,957.564453125,0.2278288016000476
689,3548708,BAIRRO ALVARENGA,35487080076.0,1002.0,154,581,421.0,0.7246127366609294
690,3548708,VILA SOARES,35487080059.0,453.478759765625,155,566,-112.521240234375,-0.19880077779924912
691,3548708,JARDIM VENOYAMA - NÚCLEO 07,35487080042.0,798.7862548828125,222,812,-13.2137451171875,-0.01627308511968904
