,CD_GEOCODM,NM_AGSN,CodAGSN,Estimated_Population,DPO_EmAGSN,Pop_EmAGSN,AbsoluteDifference,ProportionalDifference
84,3509205,UNIÃO,35092050001.0,1113.0,304,1102,11.0,0.009981851179673321
85,3509205,CRUZEIRO,35092050004.0,499.8904724121094,129,447,52.890472412109375,0.11832320450136326
86,3510609,ARTEM ESPERANÇA,35106090037.0,311.0,83,311,0.0,0.0
87,3510609,VILA SILVA RIBEIRO,35106090012.0,663.1395874023438,50,188,475.13958740234375,2.5273382308635304
88,3510609,FAVELA DO MURÃO,35106090045.0,2022.406982421875,537,2222,-199.593017578125,-0.08982584049420567
89,3510609,SEM DENOMINAÇÃO,35106090049.0,,159,460,,
90,3510609,JATAÍ,35106090065.0,1285.0,383,1285,0.0,0.0
91,3510609,VILA MARCONDES,35106090027.0,750.9959716796875,157,623,127.9959716796875,0.2054509978807183
92,3510609,ROSEIRA,35106090051.0,686.0,188,686,0.0,0.0
93,3510609,DOIS CÓRREGOS,35106090058.0,348.6277160644531,116,406,-57.372283935546875,-0.14131104417622384
94,3510609,FAVELA DO CEMITÉRIO,35106090044.0,1505.0,392,1610,-105.0,-0.06521739130434782
95,3510609,VILA MUNICIPAL,35106090001.0,1075.1273193359375,479,1590,-514.8726806640625,-0.32381929601513365
96,3510609,VILA MUNICIPAL II,35106090033.0,1509.99853515625,422,1636,-126.00146484375,-0.0770180102956907
97,3510609,JARDIM HERMÍNIA II,35106090029.0,153.0,41,153,0.0,0.0
98,3510609,JARDIM HERMÍNIA,35106090035.0,329.8939208984375,49,212,117.8939208984375,0.5561034004643278
99,3510609,VILA SÃO JOSÉ,35106090039.0,697.0,170,697,0.0,0.0
100,3510609,VILA CAPRIOTTI,35106090030.0,1821.510009765625,359,1205,616.510009765625,0.5116265641208506
101,3510609,CSU,35106090063.0,1508.78173828125,578,2163,-654.21826171875,-0.30245874328190014
102,3510609,JATHAÍ,35106090067.0,1487.79052734375,555,2203,-715.20947265625,-0.32465250687982294
103,3510609,JARDIM NOVO HORIZONTE,35106090048.0,2667.130859375,651,2321,346.130859375,0.1491300557410599
104,3510609,JARDIM HELENA II,35106090038.0,,100,425,,
105,3510609,VILA HELENA,35106090006.0,339.93170166015625,114,404,-64.06829833984375,-0.15858489688080135
106,3510609,JARDIM ELZINHA,35106090066.0,945.0,268,945,0.0,0.0
107,3510609,JARDIM EDIR,35106090042.0,882.0,210,882,0.0,0.0
108,3510609,SARUTAIA,35106090061.0,389.9999694824219,96,390,-3.0517578125e-05,-7.825020032051282e-08
109,3510609,FAVELA SAVOY,35106090009.0,2075.67236328125,481,2183,-107.32763671875,-0.04916520234482364
110,3510609,JARDIM ROSELY,35106090010.0,956.0000610351562,245,956,6.103515625e-05,6.384430570083681e-08
111,3510609,VILA DIRCE,35106090002.0,649.3946533203125,137,510,139.3946533203125,0.27332284964767156
112,3510609,JARDIM PARQUE,35106090052.0,1114.7431640625,351,1326,-211.2568359375,-0.1593188807975113
113,3510609,JARDIM MARIA BEATRIZ,35106090047.0,1001.7164306640625,353,1327,-325.2835693359375,-0.2451270303963357
114,3513009,JARDIM NARA LUCIA,35130090002.0,266.6152648925781,128,527,-260.3847351074219,-0.49408868141825785
115,3513009,JARDIM COTIA,35130090001.0,792.1175537109375,165,667,125.1175537109375,0.18758253929675786
116,3513009,PARQUE FRONDOSO,35130090003.0,91.00298309326172,59,256,-164.99701690673828,-0.6445195972919464
117,3513801,MARIA LEONOR,35138010011.0,,91,345,,
118,3513801,MULFORD,35138010082.0,429.0971374511719,101,355,74.09713745117188,0.20872433084837147
119,3513801,JARDIM REY,35138010178.0,,236,885,,
120,3513801,NOSSA SENHORA APARECIDA,35138010012.0,352.0,104,352,0.0,0.0
121,3513801,SÃO JUDAS TADEU,35138010013.0,649.0,191,649,0.0,0.0
122,3513801,PARQUE REID / SERRA DO MACAÉ / NOVA SERRANA,35138010014.0,580.0,162,580,0.0,0.0
123,3513801,SERRA DA BORBOREMA / ALFENAS 2 / ESCADÃO,35138010008.0,302.0,97,302,0.0,0.0
124,3513801,MARIA TEREZA,35138010010.0,576.0,159,576,0.0,0.0
125,3513801,MACAÚBA,35138010006.0,456.0,125,456,0.0,0.0
126,3513801,MARGINAL / SICOMORU / JARDIM AMÁLIA,35138010179.0,895.2618408203125,210,665,230.2618408203125,0.34625840724859025
127,3513801,MELRO / GAIVOTA / ALBATROZ / COLIBRI,35138010005.0,352.0,92,352,0.0,0.0
128,3513801,ITÁLIA,35138010022.0,142.69679260253906,188,627,-484.30320739746094,-0.7724134089273699
129,3513801,ITÁLIA / PARAMARIBO,35138010180.0,478.535400390625,101,360,118.535400390625,0.32926500108506945
130,3513801,NAÇÕES,35138010021.0,753.0,205,753,0.0,0.0
131,3513801,18 DE AGOSTO / SANTA LUZIA,35138010181.0,1430.0,378,1430,0.0,0.0
132,3513801,SANTA LUZIA,35138010156.0,1192.0,317,1192,0.0,0.0
133,3513801,18 DE AGOSTO / ANTÔNIO FERREIRA,35138010152.0,1455.447998046875,379,1392,63.447998046875,0.0455804583670079
134,3513801,BOSQUE REAL,35138010015.0,831.0,240,831,0.0,0.0
135,3513801,JARDIM ABC I - JARDIM ABC 1A,35138010029.0,,101,400,,
136,3513801,SANTA CRUZ IV / SANTA CRUZ III,35138010027.0,820.0,105,402,418.0,1.0398009950248757
137,3513801,JARDIM ABC III,35138010028.0,273.0,74,273,0.0,0.0
138,3513801,JARDIM ABC II,35138010026.0,152.02378845214844,73,276,-123.97621154785156,-0.4491891722748245
139,3513801,VILA OLINDA,35138010024.0,2397.0,557,2075,322.0,0.15518072289156626
140,3513801,VILA PROGRESSO / SERVIDÃO,35138010025.0,438.0,121,438,0.0,0.0
141,3513801,DOM JOÃO VI,35138010023.0,1007.3358154296875,374,1365,-357.6641845703125,-0.26202504364125456
142,3513801,SANTA CRUZ I E II,35138010032.0,1291.24658203125,298,1075,216.24658203125,0.20115961119186046
143,3513801,TAKEBE I / DO PADRE / VILA DOS PALMARES / SANTANA,35138010030.0,1448.0,409,1448,0.0,0.0
144,3513801,VILA ORIENTAL I,35138010034.0,,82,283,,
145,3513801,VILA CLÁUDIA / VILA ALICE,35138010151.0,683.0,206,683,0.0,0.0
146,3513801,VILA ALICE,35138010035.0,417.2771301269531,237,831,-413.7228698730469,-0.49786145592424413
147,3513801,VILA ODETE / VILINHA,35138010039.0,1401.9998779296875,416,1402,-0.0001220703125,-8.706869650499287e-08
148,3513801,NAÇÕES / BERLIM,35138010183.0,1241.5126953125,321,1193,48.5126953125,0.040664455417015924
149,3513801,CANHEMA,35138010037.0,985.7042846679688,214,765,220.70428466796875,0.28850233289930555
150,3513801,SANTA HELENA,35138010201.0,195.24124145507812,63,236,-40.758758544921875,-0.17270660400390625
151,3513801,NOVA CONQUISTA / KRONES II,35138010166.0,9047.62109375,3121,10836,-1788.37890625,-0.1650405044527501
152,3513801,NAVAL,35138010041.0,1021.656982421875,220,834,187.656982421875,0.22500837220848321
153,3513801,VILA MODELO,35138010053.0,527.0,135,527,0.0,0.0
154,3513801,VILA POPULAR,35138010185.0,1053.5733642578125,349,1200,-146.4266357421875,-0.12202219645182291
155,3513801,VILA POPULAR - AMADOR BUENO,35138010052.0,1651.426513671875,439,1505,146.426513671875,0.0972933645660299
156,3513801,ANA SOFIA 2 / MODESTO DE CARVALHO / VILA POPULAR,35138010186.0,990.6180419921875,191,761,229.6180419921875,0.30173198684912944
157,3513801,ANA SOFIA / GOYOTIN / PONTA DO LESTE,35138010049.0,588.0,166,588,0.0,0.0
158,3513801,SANTA ELIZABETH / VILA OPERÁRIA,35138010002.0,,166,538,,
159,3513801,MOMBAÉ,35138010055.0,,75,275,,
160,3513801,MARILENE,35138010054.0,4474.0,1307,4474,0.0,0.0
161,3513801,MARILENE / AFONSO PENA,35138010187.0,529.0,159,529,0.0,0.0
162,3513801,VILA LÍDIA / TAPERINHA / ANTÔNIO DE AZEVEDO,35138010046.0,98.64513397216797,64,246,-147.35486602783203,-0.5990035204383416
163,3513801,VILA NOGUEIRA,35138010048.0,247.94882202148438,125,425,-177.05117797851562,-0.41659100700827206
164,3513801,MARIA CÂNDIDA DE OLIVEIRA,35138010056.0,442.4022216796875,58,208,234.4022216796875,1.1269337580754206
165,3513801,VILA NOVA II,35138010159.0,1925.76611328125,521,1889,36.76611328125,0.019463268015484383
166,3513801,GAZUZA / PAU DO CAFÉ / FUNDIBEM,35138010188.0,1585.633056640625,543,1895,-309.366943359375,-0.1632543236724934
167,3513801,GAZUZA / PAU DO CAFÉ,35138010158.0,2296.0,419,1683,613.0,0.3642305407011289
168,3513801,PORTINARI,35138010077.0,705.0,176,705,0.0,0.0
169,3513801,NOVA CONQUISTA / KRONES,35138010160.0,1828.0,533,1828,0.0,0.0
170,3513801,SANTO IVO,35138010072.0,1867.92529296875,497,1699,168.92529296875,0.09942630545541495
171,3513801,MEM DE SÁ,35138010073.0,473.0,149,473,0.0,0.0
172,3513801,BARÃO DE URUGUAIANA,35138010078.0,827.0,220,827,0.0,0.0
173,3513801,ARCO-ÍRIS I E II,35138010067.0,704.5559692382812,174,603,101.55596923828125,0.16841785943330223
174,3513801,BANDEIRANTES,35138010061.0,241.90487670898438,64,232,9.904876708984375,0.04269343409044989
175,3513801,ARTHUR BERNARDES,35138010202.0,,50,169,,
176,3513801,BACALHAU / ANTÔNIO DE ARAÚJO / BALEIA,35138010009.0,364.0,101,364,0.0,0.0
177,3513801,CANGATI / JÓQUEI / CAMARUPIM / CARAPEBA,35138010147.0,837.6873779296875,283,1057,-219.3126220703125,-0.2074859243806173
178,3513801,CIDADE DE DEUS,35138010143.0,379.0000305175781,86,379,3.0517578125e-05,8.052131431398417e-08
179,3513801,CAÇÃO CALANGO CACHALOTE / CARBOJE,35138010145.0,1170.0,313,1170,0.0,0.0
180,3513801,ANEQUIM / ARRAIA / FREI AMBRÓSIO,35138010140.0,272.50146484375,75,250,22.50146484375,0.090005859375
181,3513801,JARDIM DA LIBERDADE / RUBENS OSCAR GUELLI,35138010154.0,333.0,91,333,0.0,0.0
182,3513801,IGUASSU,35138010190.0,469.1147155761719,179,640,-170.88528442382812,-0.26700825691223146
183,3513801,IMBAÚVA,35138010136.0,,183,600,,
184,3513801,3 MOSQUETEIROS / IPOÁ,35138010007.0,,132,474,,
185,3513801,INAMAR II,35138010129.0,,52,198,,
186,3513801,INAMAR I / MANACÁS,35138010128.0,477.6901550292969,118,401,76.69015502929688,0.19124726939974282
187,3513801,CAVIÚNA,35138010135.0,2480.1923828125,660,2329,151.1923828125,0.06491729618398455
188,3513801,CAVIÚNA / JARDIM UNIÃO II,35138010126.0,1259.0,355,1259,0.0,0.0
189,3513801,UNIÃO 1 B,35138010127.0,1678.0,537,1926,-248.0,-0.12876427829698858
190,3513801,UNIÃO DA VITÓRIA,35138010191.0,1070.0,297,1070,0.0,0.0
191,3513801,CANOPO / SANTA INEZ / SANTO ANTÔNIO / MARGARIDAS,35138010130.0,277.0,75,277,0.0,0.0
192,3513801,"SANTA MARIA V, VI E VIII",35138010114.0,,79,281,,
193,3513801,SANTA MARIA I,35138010117.0,571.0,156,571,0.0,0.0
194,3513801,VILA NOVA I I,35138010111.0,1328.0,380,1328,0.0,0.0
195,3513801,MORRO DO SAMBA,35138010157.0,1724.0,467,1724,0.0,0.0
196,3513801,PIRATININGA I E II,35138010104.0,935.0,264,935,0.0,0.0
197,3513801,INVERNO / VERÃO,35138010122.0,445.0,127,445,0.0,0.0
198,3513801,PARQUE REAL I,35138010101.0,381.0,118,381,0.0,0.0
199,3513801,TUIUTI,35138010088.0,283.01129150390625,75,256,27.01129150390625,0.10551285743713379
200,3513801,RIACHUELO / VILA ELEONOR,35138010090.0,240.0,69,240,0.0,0.0
201,3513801,RUYCE F. ALVIM,35138010093.0,187.0,56,187,0.0,0.0
202,3513801,RUA DO MAR / ÁLVARES CABRAL / RUYCE II,35138010094.0,,176,608,,
203,3513801,SANTA CÂNDIDA I,35138010100.0,316.0,77,316,0.0,0.0
204,3513801,CIDADE ALTA / UIRAPURU / TANGARÁ,35138010164.0,177.10568237304688,125,433,-255.89431762695312,-0.5909799483301458
205,3513801,NOVO HABITAT,35138010165.0,404.0,113,404,0.0,0.0
206,3513801,GAZUZA / PAU DO CAFÉ II,35138010192.0,411.2708740234375,163,613,-201.7291259765625,-0.3290850342195147
207,3513801,GAZUZA / PAU DO CAFÉ / BOM SUCESSO,35138010193.0,1292.0,345,1292,0.0,0.0
208,3513801,PAU DO CAFÉ II,35138010194.0,748.0,144,748,0.0,0.0
209,3513801,YAMBERÊ II,35138010170.0,372.0,100,372,0.0,0.0
210,3513801,PABLO NERUDA / BEIRA RIO,35138010173.0,1050.3533935546875,193,684,366.3533935546875,0.5356043765419408
211,3513801,PARQUE REAL II E III,35138010195.0,425.0,123,425,0.0,0.0
212,3513801,PRÉ MOLDADO,35138010177.0,380.0,99,380,0.0,0.0
213,3513801,SERRA DO BATURITE,35138010197.0,128.38914489746094,73,262,-133.61085510253906,-0.5099650958112179
214,3513801,ÁGUIA DE OURO / PARAOPEBA I E II,35138010198.0,,111,396,,
215,3513801,TAKEBINHO / VILA OLINDA,35138010199.0,116.80612182617188,99,322,-205.19387817382812,-0.6372480688628203
216,3513801,SÍTIO JOANINHA / SÍTIO DO BARBA,35138010184.0,1165.0,328,1165,0.0,0.0
217,3513801,AYRTON SENNA / CHICO MENDES,35138010189.0,186.53553771972656,71,253,-66.46446228027344,-0.26270538450700964
218,3515004,MATO GROSSO,35150040033.0,455.0,113,455,0.0,0.0
219,3515004,PARQUE LUIZA,35150040013.0,1181.931396484375,602,2142,-960.068603515625,-0.4482112994937558
220,3515004,JARDIM COLÉGIO,35150040035.0,886.0,217,886,0.0,0.0
221,3515004,SÃO FRANCISCO,35150040036.0,751.89599609375,169,735,16.89599609375,0.022987749787414965
222,3515004,SANTA ROSA,35150040012.0,356.9999694824219,95,357,-3.0517578125e-05,-8.548341211484594e-08
223,3515004,PINHEIROS,35150040011.0,1510.36376953125,365,1422,88.36376953125,0.06214048490242616
224,3515004,HERCILIO WUSTEMBERG,35150040010.0,326.9647216796875,238,859,-532.0352783203125,-0.6193658653321449
225,3515004,SANTA LUZIA,35150040065.0,477.5010681152344,210,905,-427.4989318847656,-0.47237451036990674
226,3515004,ILHA PORCHAT,35150040051.0,2498.935546875,321,1581,917.935546875,0.580604393975332
227,3515004,JARDIM CASTILHO,35150040017.0,2101.39111328125,721,2851,-749.60888671875,-0.26292840642537707
228,3515004,VILA FELIZ,35150040034.0,587.0,171,587,0.0,0.0
229,3515004,SANTARÉM,35150040002.0,1530.0162353515625,353,1289,241.0162353515625,0.18697923611447828
230,3515004,JARDIM VALO VERDE,35150040019.0,2309.121826171875,544,1962,347.121826171875,0.1769224394352064
231,3515004,GUAIÇARA,35150040061.0,1066.0,327,1066,0.0,0.0
232,3515004,TAIMA,35150040039.0,707.0,192,707,0.0,0.0
233,3515004,NONOAI,35150040040.0,780.0,338,1266,-486.0,-0.38388625592417064
234,3515004,DETROIT,35150040031.0,329.0,102,329,0.0,0.0
235,3515004,PAQUETÁ,35150040062.0,599.0,129,430,169.0,0.3930232558139535
236,3515004,BOTUCATU,35150040026.0,970.3292846679688,296,1168,-197.67071533203125,-0.16923862614043772
237,3515004,GUAÍBA,35150040063.0,464.0,119,464,0.0,0.0
238,3515004,JOSÉ LINHARES,35150040041.0,968.99658203125,199,827,141.99658203125,0.17170082470525996
239,3515004,SANTANA DO PARNAÍBA,35150040027.0,841.960693359375,100,402,439.960693359375,1.0944295854710822
240,3515004,JARDIM ANGELA,35150040042.0,183.31982421875,66,284,-100.68017578125,-0.3545076612015845
241,3515004,RUDGE RAMOS,35150040023.0,858.3187255859375,192,697,161.3187255859375,0.2314472390042145
242,3515004,PANORAMA,35150040001.0,1072.0,276,1072,0.0,0.0
243,3515004,SANTOS DUMONT,35150040060.0,693.0,189,693,0.0,0.0
244,3515004,SILVIA,35150040048.0,584.0000610351562,164,584,6.103515625e-05,1.0451225385273972e-07
245,3515004,INDUSTRIAL 1,35150040053.0,191.0,61,191,0.0,0.0
246,3515004,ISIS CRISTINA,35150040050.0,775.0,198,775,0.0,0.0
247,3515004,SANTA CLARA,35150040066.0,388.53277587890625,76,283,105.53277587890625,0.37290733526115283
248,3515004,KEISHI MATSUMOTO,35150040047.0,902.9999389648438,250,903,-6.103515625e-05,-6.759153516057586e-08
249,3515004,RODOANEL,35150040052.0,954.0001220703125,247,954,0.0001220703125,1.2795630241090147e-07
250,3515004,CONCORDIA,35150040049.0,538.0,131,538,0.0,0.0
251,3515004,ARAPONGAS,35150040057.0,484.4511413574219,107,392,92.45114135742188,0.2358447483607701
252,3515004,CAMPO GRANDE,35150040056.0,159.6553497314453,71,283,-123.34465026855469,-0.43584682073694236
253,3515004,SÃO LUIZ,35150040046.0,141.08998107910156,186,649,-507.91001892089844,-0.7826040353172549
254,3515004,CASA BRANCA,35150040054.0,377.0,98,377,0.0,0.0
255,3515004,BARROCO,35150040055.0,249.0,68,249,0.0,0.0
