,CD_GEOCODM,NM_AGSN,CodAGSN,Estimated_Population,DPO_EmAGSN,Pop_EmAGSN,AbsoluteDifference,ProportionalDifference
375,3518800,CIDADE TUPINAMBÁ,35188000088.0,,1131,4377,,
376,3518800,JARDIM DOS PIMENTAS I,35188000124.0,,126,474,,
377,3518800,JARDIM SANTA MARIA I,35188000051.0,3038.0,272,945,2093.0,2.214814814814815
378,3518800,JARDIM NOVA CIDADE - JARDIM NORMÂNDIA,35188000053.0,,428,1589,,
379,3518800,JARDIM NORMÂNDIA (AVENIDA MACEIÓ),35188000092.0,,111,402,,
380,3518800,JARDIM NOVA CIDADE,35188000093.0,,189,720,,
381,3518800,NÚCLEO SÍTIO SÃO FRANCISCO / PARQUE MARIA HELENA,35188000125.0,,1594,5765,,
382,3518800,JARDIM SANTA MARIA / JARDIM MONTE ALEGRE II,35188000054.0,,479,1830,,
383,3518800,VILA GUILHERMINO,35188000099.0,,183,689,,
384,3518800,CIDADE PARQUE ALVORADA IV / JARDIM ANSALCA / PARQUE JUREMA,35188000052.0,3038.0,151,523,2515.0,4.808795411089866
385,3518800,JARDIM PAULISTA,35188000094.0,,108,399,,
386,3518800,JARDIM SANTO AFONSO,35188000019.0,,191,734,,
387,3518800,JARDIM ARAPONGAS,35188000033.0,,330,1290,,
388,3518800,NÚCLEO BAIRRO DO VERMELHÃO OU CAMPO DO JAPONÊS,35188000126.0,,364,1327,,
389,3518800,VILA SÃO GABRIEL (RUA JOÃO B. GLÓRIA),35188000044.0,,163,584,,
390,3518800,JARDIM BRASIL,35188000076.0,,297,1209,,
391,3518800,JARDIM LEBLON,35188000073.0,,97,332,,
392,3518800,NÚCLEO JARDIM CENTENÁRIO,35188000127.0,,93,344,,
393,3518800,CIDADE PARQUE INDUSTRIAL CUMBICA,35188000089.0,,123,431,,
394,3518800,NÚCLEO VILA PARAÍSO,35188000128.0,,142,543,,
395,3518800,JARDIM PARAÍSO I E II,35188000055.0,,87,329,,
396,3518800,NÚCLEO JARDIM SANDRA I,35188000130.0,,147,601,,
397,3518800,JARDIM NANCY,35188000131.0,,77,331,,
398,3518800,JARDIM JACI,35188000057.0,,273,1024,,
399,3518800,NÚCLEO JARDIM GUARACY,35188000132.0,,171,613,,
400,3518800,JARDIM ALICE / CIDADE TUPINAMBÁ,35188000056.0,,401,1598,,
401,3518800,SÍTIO SÃO FRANCISCO,35188000133.0,,130,463,,
402,3518800,CIDADE SATÉLITE (AVENIDA PATOS),35188000134.0,,116,364,,
403,3518800,CIDADE SATÉLITE (RUAS J. DE CASTILHO/SANTANA BOA VISTA),35188000078.0,,95,386,,
404,3518800,CIDADE SATÉLITE I,35188000164.0,10033.0,2550,9270,763.0,0.08230852211434736
405,3518800,CIDADE SATÉLITE - AVENIDA GUINLE,35188000064.0,,246,902,,
406,3518800,CIDADE SATÉLITE - AVENIDA CUMBICA,35188000020.0,,463,1627,,
407,3518800,CIDADE SATÉLITE (AVENIDA BAQUIRIVU),35188000079.0,,232,929,,
408,3518800,CIDADE JARDIM CUMBICA I,35188000025.0,,594,2211,,
409,3518800,CIDADE JARDIM CUMBICA II,35188000022.0,,1292,4880,,
410,3518800,JARDIM NOVA CUMBICA - RUA CRUZEIRO - MISSOURI,35188000001.0,,531,2051,,
411,3518800,PARQUE UIARAPURU,35188000002.0,,33,123,,
412,3518800,PARQUE UIRAPURU II,35188000136.0,,47,164,,
413,3518800,VILA NOVA CUMBICA,35188000137.0,,69,235,,
414,3518800,PARQUE UIRAPURU,35188000062.0,,174,600,,
415,3518800,PAES DE BARROS - CUMBICA,35188000038.0,,515,1883,,
416,3518800,JARDIM SÃO MANOEL,35188000024.0,,218,769,,
417,3518800,JARDIM DAS NAÇÕES I,35188000138.0,,320,1235,,
418,3518800,JD DAS NAÇÕES / JD NAÇÕES II / JD DAS ANDORINHAS,35188000090.0,,182,628,,
419,3518800,JARDIM CUMBICA III,35188000077.0,,81,321,,
420,3518800,JARDIM CUMBICA II,35188000023.0,,196,703,,
421,3518800,CAMINHO DO RINCÃO,35188000139.0,,125,429,,
422,3518800,JARDIM CUMBICA I,35188000058.0,1320.0,223,845,475.0,0.5621301775147929
423,3518800,TIJUCO PRETO,35188000100.0,,463,1762,,
424,3518800,JARDIM MARIA DIRCE,35188000009.0,,76,287,,
425,3518800,JARDIM DOS PIMENTAS II,35188000140.0,,54,186,,
426,3518800,JARDIM PRESIDENTE DUTRA II,35188000008.0,,604,2228,,
427,3518800,PARQUE SÃO LUÍS,35188000097.0,,13,46,,
428,3518800,JARDIM PRESIDENTE DUTRA I,35188000040.0,,126,444,,
429,3518800,JARDIM PRESIDENTE DUTRA IV,35188000095.0,,274,997,,
430,3518800,JARDIM PRESIDENTE DUTRA III,35188000041.0,,689,2615,,
431,3518800,NÚCLEO VILA NOVA BONSUCESSO I / RUA ITUTINGA,35188000141.0,,80,302,,
432,3518800,CIDADE PARQUE ALVORADA,35188000043.0,,266,995,,
433,3518800,CIDADE PARQUE ALVORADA III,35188000081.0,,62,263,,
434,3518800,JARDIM SANTA PAULA,35188000069.0,,153,580,,
435,3518800,"NÚCLEO PONTE ALTA I, II E III",35188000142.0,,32,160,,
436,3518800,"NÚCLEO PONTA ALTA IV, V, VI E VII",35188000143.0,,852,3245,,
437,3518800,NÚCLEO PONTE ALTA II,35188000059.0,,883,3361,,
438,3518800,JARDIM NOVA BONSUCESSO,35188000036.0,,221,827,,
439,3518800,VILA CARMELA II,35188000061.0,,378,1307,,
440,3518800,NÚCLEO VILA NOVA BONSUCESSO,35188000060.0,,164,594,,
441,3518800,BONSUCESSO,35188000098.0,,181,633,,
442,3518800,JARDIM ANGÉLICA II,35188000154.0,,79,259,,
443,3518800,JARDIM ARUJÁ,35188000156.0,,62,223,,
444,3518800,JARDIM CANAÃ / ÁGUA CHATA,35188000158.0,,205,748,,
445,3518800,GRANJA ELIANA,35188000159.0,,70,274,,
446,3518800,"CIDADE ARACÍLIA I, II",35188000160.0,,101,357,,
447,3518800,VILA LAURITA,35188000161.0,,61,252,,
448,3518800,VILA LAURITA II,35188000162.0,,83,279,,
449,3518800,NÚCLEO HABITACIONAL JARDIM GUARACY,35188000189.0,,150,574,,
450,3518800,PANTANAL / ESTRADA ITAIM,35188000163.0,,87,338,,
451,3518800,CIDADE SATÉLITE II,35188000165.0,,376,1208,,
452,3518800,JARDIM CENTENÁRIO,35188000172.0,,128,476,,
453,3518800,RECANTO DO SOL,35188000173.0,1486.0,104,405,1081.0,2.669135802469136
454,3518800,RUA DA POSSE,35188000174.0,,53,221,,
455,3518800,JARDIM ALBERTINA,35188000175.0,,85,295,,
456,3522208,PARQUE PARAÍSO,35222080001.0,,256,958,,
457,3522208,JARDIM JACIRA,35222080003.0,,62,247,,
458,3522208,GUARANI,35222080007.0,,70,267,,
459,3522505,JARDIM DONA ELVIRA,35225050001.0,,183,606,,
460,3522505,AREIÃO - 1ª ETAPA,35225050002.0,,371,1414,,
461,3522505,JARDIM SÃO LUIS,35225050003.0,,150,547,,
462,3522505,AREIÃO - 2ª ETAPA,35225050004.0,,147,606,,
463,3523107,VILA SARNEY,35231070002.0,,391,1440,,
464,3523107,VILA ESPERANÇA,35231070003.0,,503,1942,,
465,3523107,NÚCLEO VILA SÔNIA,35231070014.0,,211,783,,
466,3523107,JARDIM CANAÃ OU MORADA FELIZ,35231070005.0,2304.0,368,1297,1007.0,0.7764070932922128
467,3523107,NÚCLEO QUINTA DA BOA VISTA,35231070006.0,,1677,6130,,
468,3523107,TERRA PROMETIDA,35231070007.0,4232.0,920,3418,814.0,0.23815096547688708
469,3523107,RUA DA TUBULAÇÃO,35231070011.0,,842,3277,,
470,3523107,NÚCLEO VILA MONTE BELO,35231070013.0,,1247,4593,,
471,3523107,VILA SÔNIA,35231070004.0,,325,1238,,
472,3523107,PARQUE CALIFÓRNIA,35231070008.0,,230,827,,
473,3523107,MARENGO BAIXO,35231070009.0,,181,674,,
474,3523107,MARENGO,35231070010.0,,371,1363,,
475,3523107,KEMEL/VILA ARIZONA,35231070012.0,,146,586,,
476,3525003,DA RUA ESPERANÇA,35250030001.0,,502,1810,,
477,3525003,COMUNA URBANA DOM ELDER CÂMERA,35250030002.0,,76,262,,
478,3529401,RUA JOSÉ CÂNDIDO CERQUEIRA LEITE II,35294010001.0,6723.0,339,1097,5626.0,5.1285323609845035
479,3529401,JARDIM ORATÓRIO,35294010003.0,2552.0,6864,25771,-23219.0,-0.900973962981646
480,3529401,JARDIM CERQUEIRA LEITE / AVENIDA WASHINGTON LUÍS,35294010045.0,,738,2923,,
481,3529401,"ESTRADA ADUTORA DO RIO CLARO, Nº 237",35294010004.0,,279,1163,,
482,3529401,RUA TRÊS AMÉRICAS,35294010009.0,,337,1219,,
483,3529401,RUA AMÉRICA DO SUL,35294010028.0,,230,918,,
484,3529401,RUA JOAQUIM PEREIRA DOS SANTOS,35294010044.0,,206,738,,
485,3529401,RUA CHICO MENDES,35294010038.0,,285,984,,
486,3529401,RUA POMPEU BUZZETO,35294010032.0,,101,374,,
487,3529401,RUA PEDRO SERODE,35294010010.0,,336,1129,,
488,3529401,RUA ANTENOR NICÃO,35294010034.0,,113,352,,
489,3529401,RUA EVARISTO BASSO,35294010012.0,,147,550,,
490,3529401,AVENIDA JESUÍNO NICOMÉDIO SANTOS,35294010014.0,,178,567,,
491,3529401,JARDIM KENNEDY,35294010033.0,,420,1775,,
492,3529401,RUA IDA SCILLA GIANONI,35294010017.0,,106,370,,
493,3529401,RUA JOSÉ LEARDINI,35294010029.0,,102,356,,
494,3529401,RUA ARIZONA,35294010037.0,,56,168,,
495,3529401,NÚCLEO PEDREIRINHA,35294010013.0,,251,918,,
496,3529401,NÚCLEO PEDRINHA II,35294010043.0,,386,1344,,
497,3529401,RUA LIBERALLI POLIZEL,35294010023.0,,752,2719,,
498,3529401,AVENIDA DO MANACÁ,35294010030.0,,244,799,,
499,3529401,VILA CARLINA,35294010031.0,,252,946,,
500,3529401,CHAFIK / MACUCO,35294010007.0,8544.0,7104,25761,-17217.0,-0.6683358565273088
501,3529401,RUA VINÍCIUS DE MORAES,35294010025.0,,110,379,,
502,3529401,RUA CASSIANO RICARDO,35294010024.0,,126,439,,
503,3529401,CHÁCARA MARIA APARECIDA,35294010046.0,,542,2008,,
504,3529401,JARDIM ÉDEN,35294010039.0,,872,3158,,
505,3529401,RUA BENEDITO MAIA,35294010041.0,,380,1250,,
506,3529401,VIELA ARAPONGA,35294010027.0,,245,888,,
507,3529401,RUA JOÃO VARIN,35294010047.0,,110,442,,
508,3529401,RUA ANDIRÁ / ARANAVAI,35294010048.0,,149,649,,
509,3529401,RUA IMBUIA,35294010051.0,,52,194,,
510,3529401,RUA SATURNINO JOÃO DA SILVA,35294010049.0,,179,639,,
511,3529401,JARDIM PAJUSSARA,35294010052.0,,204,709,,
512,3529401,RUA DA CONQUISTA,35294010050.0,,99,345,,
513,3534401,NOVA PIRATININGA,35344010136.0,,91,320,,
514,3534401,JARDIM OSASCO - AF,35344010024.0,,83,379,,
515,3534401,JARDIM PACHECO CHAVES - BX,35344010030.0,,83,292,,
516,3534401,VILA FLAMENGO,35344010137.0,,93,369,,
517,3534401,JARDIM PIRATININGA - CI,35344010078.0,,691,2497,,
518,3534401,VILA SERVENTINA - BC,35344010046.0,,132,519,,
519,3534401,JARDIM ROCHDALE - P,35344010113.0,,776,2889,,
520,3534401,JARDIM MARIETA - N,35344010011.0,,502,1901,,
521,3534401,CIDADE MUNHOZ JÚNIOR - C2,35344010110.0,,118,464,,
522,3534401,BEL JARDIM - C2,35344010076.0,,337,1286,,
523,3534401,BEL JARDIM - CH 1,35344010029.0,,160,613,,
524,3534401,BEL JARDIM - CH,35344010048.0,,302,977,,
525,3534401,RADOR,35344010139.0,,65,256,,
526,3534401,JARDIM HELENA - J,35344010050.0,,809,2914,,
527,3534401,JARDIM ALIANÇA - DR,35344010103.0,,980,3543,,
528,3534401,JARDIM ROCHDALE,35344010112.0,16009.0,679,2433,13576.0,5.579942457870941
529,3534401,JARDIM ROCHDALE - I,35344010008.0,,858,3216,,
530,3534401,JARDIM ROCHDALE - BJ,35344010054.0,,1115,4056,,
531,3534401,JARDIM MARIETA - CD,35344010074.0,,154,576,,
532,3534401,JARDIM ADALGISA,35344010115.0,,105,359,,
533,3534401,JARDIM PADROEIRA - AA,35344010019.0,,240,951,,
534,3534401,ROCHDALE - L,35344010002.0,,88,314,,
535,3534401,CONJUNTO HABITACIONAL ULISSES GUIMARÃES,35344010067.0,,92,290,,
536,3534401,JARDIM PADROEIRA - CF,35344010033.0,,97,363,,
537,3534401,QUITAÚNA - BI,35344010053.0,,197,693,,
538,3534401,CIDADE MUNHOZ JÚNIOR - A,35344010001.0,,433,1793,,
539,3534401,JARDIM HELENA MARIA - K,35344010125.0,,195,648,,
540,3534401,JARDIM BARONESA - G,35344010007.0,,98,379,,
541,3534401,JARDIM BARONESA - CT,35344010088.0,6553.0,107,411,6142.0,14.944038929440389
542,3534401,VILA SÃO JOSÉ - L,35344010009.0,,185,718,,
543,3534401,JARDIM MUTINGA - BA,35344010045.0,,151,544,,
544,3534401,JARDIM NOVO OSASCO - AB,35344010020.0,,151,553,,
545,3534401,JAGUARIBE,35344010149.0,,153,602,,
546,3534401,JARDIM SÃO JORGE - AZ,35344010044.0,,203,799,,
547,3534401,JARDIM SANTO ANTÔNIO - AH,35344010131.0,,87,306,,
548,3534401,VILA SÃO FRANCISCO - AS,35344010037.0,,181,683,,
549,3534401,JARDIM TURÍBIO - BS,35344010063.0,,502,1764,,
550,3534401,JARDIM PADROEIRA,35344010122.0,,422,1642,,
551,3534401,CIDADE MUNHOZ JÚNIOR,35344010128.0,,649,2479,,
552,3534401,JARDIM HELENA MARIA - BM,35344010126.0,,271,946,,
553,3534401,VILA RODRIGUES - BE,35344010064.0,,62,220,,
554,3534401,JARDIM TEREZA - AV,35344010039.0,,228,783,,
555,3534401,JARDIM VELOSO - BK,35344010055.0,,271,1087,,
556,3534401,JARDIM TURÍBIO - AR,35344010051.0,,84,297,,
557,3534401,JARDIM MUNHOZ JÚNIOR - CB,35344010072.0,,157,603,,
558,3534401,JARDIM MUNHOZ JÚNIOR - E,35344010005.0,,119,445,,
559,3534401,JARDIM HELENA MARIA - D I,35344010004.0,,545,2086,,
560,3534401,VILA MENK - BU,35344010065.0,,142,525,,
561,3534401,VILA MENK - AY,35344010042.0,,213,832,,
562,3534401,JARDIM D'ÁVILA - CQ,35344010085.0,,184,707,,
563,3534401,JARDIM NOVO OSASCO - AD,35344010022.0,,99,376,,
564,3534401,JARDIM VELOSO - BN,35344010058.0,,218,869,,
565,3534401,JARDIM TURÍBIO - AP,35344010034.0,,188,680,,
566,3534401,JARDIM DAS BANDEIRAS - AQ I,35344010035.0,,246,915,,
567,3534401,JARDIM DAS BANDEIRAS,35344010117.0,,754,2896,,
568,3534401,JARDIM BARONESA - DF,35344010099.0,,252,973,,
569,3534401,JARDIM BONANÇA - BZ,35344010070.0,,124,452,,
570,3534401,JARDIM BARONESA - CY,35344010091.0,,430,1584,,
571,3534401,VILA MENK - BY,35344010068.0,,150,523,,
572,3534401,JARDIM SÃO VICTOR - U,35344010014.0,,168,696,,
573,3534401,JARDIM VELOSO - AE,35344010132.0,9362.0,822,3049,6313.0,2.0705149229255495
574,3534401,B.P.,35344010135.0,,230,826,,
575,3534401,BONANÇA P,35344010144.0,3113.0,600,2348,765.0,0.325809199318569
576,3534401,JARDIM SANTA RITA DE CÁSSIA - CP,35344010084.0,,188,741,,
577,3534401,VILA MENCK - CK,35344010079.0,,156,648,,
578,3534401,VELOSO - DG,35344010010.0,,33,127,,
579,3534401,AÇUCARÁ,35344010142.0,,432,1591,,
580,3534401,JARDIM PAULISTA - W,35344010016.0,,225,870,,
581,3534401,SANTA MARIA,35344010141.0,,525,2083,,
582,3534401,JARDIM NOVO OSASCO - AC,35344010021.0,,122,429,,
583,3534401,PORTAL D'OESTE,35344010148.0,1299.0,903,3278,-1979.0,-0.6037217815741306
584,3543303,NÚCLEO 29 DA JOÃO LÚCIO DE MORAES,35433030002.0,,222,821,,
585,3543303,NÚCLEO 22 JARDIM PRIMAVERA,35433030001.0,,186,678,,
586,3543303,NÚCLEO 07 CHÁCARA ALIANÇA - RUA PROJETADA E RUA PORTO DAS DU,35433030003.0,,269,1005,,
587,3543303,NÚCLEO 06 - 28 - 30 - 31 - 32 - 33 DA AV. CORONEL OLIVEIRA,35433030004.0,,215,765,,
588,3547304,JARDIM GRANADA,35473040005.0,,703,2548,,
589,3547304,VILA RANGEL,35473040006.0,146.0,397,1468,-1322.0,-0.9005449591280654
590,3547809,GAMBOA,35478090044.0,,342,1208,,
591,3547809,TAMARUTACA,35478090002.0,,1637,6185,,
592,3547809,JARDIM CRISTIANE,35478090073.0,,587,2281,,
593,3547809,CAIUBI TAIOCA,35478090051.0,,92,286,,
594,3547809,SACADURA CABRAL,35478090001.0,,515,2059,,
595,3547809,QUILOMBO II,35478090053.0,,199,801,,
596,3547809,HOMERO THON,35478090082.0,,248,850,,
597,3547809,SÃO SEBASTIÃO,35478090034.0,,146,532,,
598,3547809,NOVA CENTREVILLE,35478090083.0,,334,1137,,
599,3547809,NOVA PROGRESSO,35478090050.0,,142,507,,
600,3547809,QUEIRÓS FILHO,35478090015.0,,157,515,,
601,3547809,BOUGIVAL ASCENSÃO,35478090030.0,,123,408,,
602,3547809,VILA JUNQUEIRA,35478090037.0,,131,504,,
603,3547809,APUCARANA,35478090035.0,,201,704,,
604,3547809,VISTA ALEGRE,35478090067.0,,653,2410,,
605,3547809,CONDOMINÍO MARACANÃ,35478090012.0,,219,793,,
606,3547809,GREGÓRIO DE MATTOS,35478090013.0,,322,1217,,
607,3547809,LAMARTINE I,35478090055.0,,148,547,,
608,3547809,DOMINICANOS,35478090025.0,,167,572,,
609,3547809,CRUZADO II,35478090061.0,,1342,4900,,
610,3547809,BIZÂNCIO,35478090024.0,,247,800,,
611,3547809,MISSIONÁRIOS I,35478090026.0,,203,689,,
612,3547809,JOÃO DE BARROS,35478090085.0,,269,979,,
613,3547809,DOM JOÃO III,35478090028.0,,32,97,,
614,3547809,BARTOLOMEU DIAS,35478090027.0,,98,348,,
615,3547809,SÍTIO DOS VIANAS,35478090054.0,,1596,5285,,
616,3547809,JARDIM PRIMAVERA,35478090070.0,,331,1197,,
617,3547809,AMORITAS,35478090036.0,,308,1199,,
618,3547809,GALILÉIA,35478090020.0,,62,199,,
619,3547809,MAURÍCIO DE MEDEIROS,35478090084.0,,112,409,,
620,3547809,SANTA CRISTINA III,35478090021.0,,714,2422,,
621,3547809,SANTA CRISTINA I / NOVA CONQUISTA,35478090042.0,,322,1205,,
622,3547809,SANTA CRISTINA II,35478090032.0,,528,1860,,
623,3547809,PINTASSILGO,35478090059.0,69.0,775,2790,-2721.0,-0.975268817204301
624,3547809,CACONDE,35478090017.0,,73,265,,
625,3547809,VILA METALÚRGICA,35478090010.0,,468,1493,,
626,3547809,TOLEDANA,35478090068.0,54.0,799,2849,-2795.0,-0.9810459810459811
627,3547809,LAMARTINE II,35478090081.0,,942,3508,,
628,3547809,PEDRO AMÉRICO,35478090043.0,,308,1130,,
629,3547809,ESPÍRITO SANTO,35478090069.0,,699,2333,,
630,3547809,MARGINAL GUARARÁ,35478090029.0,,144,446,,
631,3547809,CHÁCARA BARONESA / HARAS,35478090074.0,,310,1137,,
632,3547809,ESPÍRITO SANTO II,35478090075.0,,849,3025,,
633,3547809,EUCALIPTOS,35478090078.0,,770,2941,,
634,3547809,JARDIM IRENE IV/II,35478090087.0,,480,1864,,
635,3547809,JARDIM IRENE V,35478090088.0,,377,1379,,
636,3547809,JARDIM IRENE III,35478090086.0,,362,1258,,
637,3547809,MISSIONÁRIOS II,35478090089.0,1769.0,283,1030,739.0,0.7174757281553398
638,3547809,SARAPUÍ,35478090006.0,,235,822,,
639,3547809,SAQUAREMA,35478090003.0,,193,620,,
640,3547809,JARDIM SOROCABA,35478090005.0,,758,2627,,
641,3547809,PIRACANJUBA / PADRE ADRIANUS,35478090009.0,,91,366,,
642,3547809,IPIRANGA I,35478090007.0,,222,824,,
643,3547809,CAPUAVA,35478090011.0,,1804,6427,,
644,3547809,IPIRANGA II,35478090079.0,,226,824,,
645,3547809,CAPUAVA UNIDA,35478090080.0,,111,405,,
646,3548708,DER - NÚCLEO 02,35487080001.0,,1328,4591,,
647,3548708,RUA AMAZONAS,35487080003.0,,1040,3418,,
648,3548708,JARDIM REGINA - NÚCLEO 33,35487080012.0,,1219,4613,,
649,3548708,LIMPÃO - NÚCLEO 68,35487080011.0,,1187,4205,,
650,3548708,HOLANDA CAVALCANTI - NÚCLEO 58,35487080014.0,,313,1070,,
651,3548708,JESUS NAZARETH - NÚCLEO 59,35487080013.0,,114,453,,
652,3548708,JARDIM SILVINA - NÚCLEO 66,35487080045.0,1309.0,1833,6670,-5361.0,-0.8037481259370315
653,3548708,TELES DE MENEZES,35487080081.0,,110,382,,
654,3548708,NOVA DIVINÉIA II,35487080078.0,,955,3366,,
655,3548708,JARDIM NOSSA SENHORA DE FÁTIMA - NÚCLEO 15,35487080025.0,,159,569,,
656,3548708,JARDIM VIA ANCHIETA - NÚCLEO 20,35487080005.0,,124,426,,
657,3548708,JARDIM LAVÍNIA - NÚCLEO 35,35487080065.0,,109,356,,
658,3548708,JARDIM CALUX - NÚCLEO 01,35487080002.0,26967.0,2473,9155,17812.0,1.945603495357728
659,3548708,NAVAL I,35487080022.0,,10,32,,
660,3548708,PAI HERÓI - NÚCLEO 17,35487080069.0,5678.0,705,2518,3160.0,1.254964257347101
661,3548708,ITAMARATI - NÚCLEO 42,35487080062.0,,186,641,,
662,3548708,ITATIBA COLINA - NÚCLEO 41,35487080036.0,,31,107,,
663,3548708,SÍTIO DOS VIANA - NÚCLEO 16,35487080068.0,,232,799,,
664,3548708,PARQUE SÃO BERNARDO - NÚCLEO 39,35487080037.0,2565.0,3223,11688,-9123.0,-0.7805441478439425
665,3548708,VILA ESPERANÇA - NÚCLEO 38,35487080040.0,631.0,1675,6298,-5667.0,-0.8998094633216894
666,3548708,VILA SÃO PEDRO - NÚCLEO 83,35487080070.0,5170.0,7669,26321,-21151.0,-0.8035788913795069
667,3548708,BOA VISTA - NÚCLEO 70,35487080038.0,,526,1921,,
668,3548708,NOVO PARQUE - NÚCLEO 62,35487080034.0,,515,1981,,
669,3548708,VIANA,35487080077.0,,442,1519,,
670,3548708,VILA SANTANA - NÚCLEO 84,35487080071.0,,390,1344,,
671,3548708,JARDIM INDUSTRIAL - NÚCLEO 40,35487080033.0,,331,1179,,
672,3548708,PEDREIRA MUNICIPAL - NÚCLEO 37,35487080039.0,,458,1620,,
673,3548708,BIQUINHA - NÚCLEO 43,35487080064.0,,325,1199,,
674,3548708,ESTRADA MONTANHÃO - NÚCLEO 64,35487080041.0,640.0,1503,5251,-4611.0,-0.8781184536278804
675,3548708,AREIÃO - NÚCLEO 51,35487080043.0,,1546,5426,,
676,3548708,SABESP - NÚCLEO 32,35487080046.0,12.0,932,3304,-3292.0,-0.9963680387409201
677,3548708,JARDIM JUSSARA - NÚCLEO 73,35487080047.0,498.0,118,409,89.0,0.2176039119804401
678,3548708,LULALDO,35487080079.0,67.0,505,1953,-1886.0,-0.9656938044034818
679,3548708,BATISTINI - RUA FLORES - NÚCLEO 65,35487080053.0,,1289,4511,,
680,3548708,VILA DO BOSQUE - NÚCLEO 57,35487080048.0,2760.0,505,1708,1052.0,0.6159250585480094
681,3548708,JARDIM REPRÊSA FLORESTAL - NÚCLEO 48,35487080050.0,,381,1391,,
682,3548708,DETROIT - NÚCLEO 11,35487080019.0,,357,1345,,
683,3548708,VILA CARMINHA - NÚCLEO 12,35487080017.0,,412,1489,,
684,3548708,JARDIM IPÊ - NÚCLEO 13,35487080026.0,,604,2098,,
685,3548708,SANTA MÔNICA - NÚCLEO 67,35487080049.0,,948,3639,,
686,3548708,JARDIM CLAUDIA - NÚCLEO 18,35487080020.0,,647,2314,,
687,3548708,JARDIM DO LAGO,35487080083.0,,261,853,,
688,3548708,REPRÊSA - ALVARENGA - CAMA PAR - NÚCLEO 53,35487080052.0,,1243,4203,,
689,3548708,BAIRRO ALVARENGA,35487080076.0,,154,581,,
690,3548708,VILA SOARES,35487080059.0,,155,566,,
691,3548708,JARDIM VENOYAMA - NÚCLEO 07,35487080042.0,,222,812,,
692,3548708,VILA ESMERALDA - NÚCLEO 04,35487080027.0,2841.0,265,935,1906.0,2.0385026737967915
693,3548708,VILA FERREIRA - NÚCLEO 03,35487080028.0,,466,1524,,
694,3548708,JARDIM BELITA NAZARETH - NÚCLEO 05,35487080029.0,,547,1914,,
695,3548708,SONIA MARIA - BURACO QUENTE - NÚCLEO 09,35487080061.0,,150,475,,
696,3548708,PARQUE HAWAÍ,35487080080.0,,618,2252,,
697,3548708,VILA GALILÉIA,35487080075.0,,307,974,,
698,3548708,TRANSMISSÃO DA MERCEDES - NÚCLEO 22,35487080063.0,,275,926,,
699,3548708,NAVAL II,35487080073.0,,124,469,,
700,3548708,MOREIRA BERNARDES,35487080082.0,,160,553,,
701,3548708,JD. INDUSTRIAL (GLEBAS 1/2),35487080010.0,,265,954,,
702,3548708,DO TICO,35487080084.0,16.0,254,907,-891.0,-0.9823594266813671
703,3548708,VILA PELÉ - NÚCLEO 31,35487080057.0,344.0,177,603,-259.0,-0.4295190713101161
704,3550308,JARDIM JARAGUÁ I,35503081115.0,,237,891,,
705,3550308,JARDIM JARAGUÁ II,35503081121.0,,78,248,,
706,3550308,JARDIM JARAGUÁ I,35503081116.0,,374,1193,,
707,3550308,MORRO DOCE II,35503081117.0,,310,1019,,
708,3550308,FAIÇAL MURAD,35503081118.0,,136,498,,
709,3550308,MORRO DOCE I,35503081119.0,,120,438,,
710,3550308,MORRO DOCE III,35503081122.0,,57,202,,
711,3550308,VILA SULINA,35503081120.0,,200,699,,
712,3550308,VILA CÉSAR I,35503080029.0,,279,1064,,
713,3550308,COHAB,35503080567.0,,393,1586,,
714,3550308,SÃO JOSÉ (VILA MATILDE),35503080738.0,,170,614,,
715,3550308,ESPERANTINÓPOLIS,35503080067.0,,742,2846,,
716,3550308,ITAQUERA C/ COHAB,35503080037.0,,237,880,,
717,3550308,ÁGUA BRANCA,35503080080.0,,265,987,,
718,3550308,NELSON CRUZ,35503080726.0,,496,1898,,
719,3550308,DO MOINHO,35503080845.0,,532,1656,,
720,3550308,OURO VELHO,35503080125.0,,410,1525,,
721,3550308,PARQUE BELÉM,35503080207.0,,443,1784,,
722,3550308,BARREIRO,35503080005.0,,252,992,,
723,3550308,REAL GRANDEZA,35503080100.0,,284,998,,
724,3550308,ITAMBÉ DO MATO DENTRO,35503080688.0,,511,1876,,
725,3550308,MIRANGABA,35503080042.0,,283,1050,,
726,3550308,VIRAJUBA,35503080073.0,,105,404,,
727,3550308,CARLOS MATTIS,35503080253.0,,56,199,,
728,3550308,JARDIM NOVA ESPERANÇA,35503080169.0,,174,661,,
729,3550308,PÓ,35503080148.0,,544,1977,,
730,3550308,JARDIM ICARAÍ,35503080266.0,,895,3326,,
731,3550308,JARDIM GUARANI,35503081310.0,,130,455,,
732,3550308,VILA TERESINHA II,35503080689.0,,281,1015,,
733,3550308,VILA TERESINHA I,35503080707.0,,306,1037,,
734,3550308,CANTÍDIO SAMPAIO,35503080690.0,,188,724,,
735,3550308,ELISA MARIA,35503080973.0,,965,3456,,
736,3550308,MANOEL AQUILINO DOS SANTOS II,35503080143.0,,414,1438,,
737,3550308,AGENOR A. MEIRA,35503080302.0,,352,1235,,
738,3550308,JÚLIO PINHEIRO,35503080312.0,,237,822,,
739,3550308,JARDIM ALMANARA,35503080691.0,,51,186,,
