"","CD_AGSN","DPO_EmAGSN","PopEmDPO_EmAGSN"
"3183","27043020087","572","2178"
"3184","27043020089","315","1086"
"3185","27043020090","462","1607"
"3186","27043020093","107","369"
"3187","27043020095","482","1773"
"3188","27043020097","1048","3057"
"3189","27043020099","205","735"
"3190","27043020101","151","571"
"3191","27043020103","722","2555"
"3192","27043020105","190","657"
"3193","27043020107","108","402"
"3194","27043020111","96","351"
"3195","27043020112","210","831"
"3196","27043020113","888","2917"
"3197","27043020114","115","433"
"3198","27043020115","100","348"
"3199","27043020116","695","2349"
"3200","27043020117","168","624"
"3201","27043020118","847","2949"
"3202","27043020119","275","978"
"3203","27043020120","137","473"
"3204","27043020121","112","396"
"3205","27043020122","273","1014"
"3206","27043020123","58","210"
"3207","27043020124","101","387"
"3208","27043020125","219","834"
"3209","27043020126","110","406"
"3210","27043020127","81","299"
"3211","27043020128","205","778"
"3212","27043020129","661","2363"
"3213","27043020130","78","249"
"3214","27043020131","216","780"
"3215","27043020132","304","1005"
"3216","27043020133","265","965"
"3217","27043020134","91","311"
"3218","27043020135","164","591"
"3219","27043020136","178","670"
"3220","27043020137","57","213"
"3221","27043020138","121","429"
"3222","27043020139","701","2312"
"3223","27043020140","262","931"
"3224","27043020141","1182","4253"
"3225","27043020142","310","1108"
"3226","27043020143","189","623"
"3227","27043020144","110","411"
"3228","27043020145","102","360"
"3229","27043020146","155","574"
"3230","27043020147","773","2741"
"3231","27043020148","399","1464"
"3232","27043020149","374","1250"
"3233","27043020150","178","682"
"3234","27043020151","373","1328"
"3235","27043020152","2055","7574"
"3236","27043020153","458","1520"
"3237","27043020154","189","746"
"3238","27043020155","238","909"
"3239","27043020156","220","779"
"3240","27043020157","220","779"
"3241","27043020158","473","1784"
"3242","27043020159","106","389"
"3243","27043020160","60","211"
"3244","27043020161","155","532"
"3245","27043020162","152","536"
"3246","27043020163","122","465"
"3247","27045000001","418","1872"
"3248","27047080001","67","283"
"3249","27047080002","148","591"
"3250","27047080003","98","457"
"3251","27055070001","343","1397"
"3252","27056060001","119","386"
"3253","27064480001","177","727"
"3254","27077010001","161","630"
"3255","27077010003","140","542"
"3256","27077010004","598","2202"
"3257","27077010005","78","288"
"3258","27085010001","86","371"
"3259","27085010002","657","2892"
"3260","27085010003","82","369"
"3261","27089070001","172","687"
"3262","16001050001","92","565"
"3263","16002120001","166","698"
"3264","16002790001","1164","4599"
"3265","16002790002","998","4260"
"3266","16002790003","423","1722"
"3267","16002790004","624","2172"
"3268","16002790005","634","2482"
"3269","16002790006","232","975"
"3270","16003030001","2165","10508"
"3271","16003030002","267","1423"
"3272","16003030003","156","815"
"3273","16003030004","112","569"
"3274","16003030005","1479","6562"
"3275","16003030006","455","1902"
"3276","16003030007","156","734"
"3277","16003030008","387","2063"
"3278","16003030010","1523","6732"
"3279","16003030011","532","2368"
"3280","16003030012","926","4147"
"3281","16003030013","622","3057"
"3282","16003030014","102","536"
"3283","16003030015","187","855"
"3284","16003030016","901","4119"
"3285","16003030017","578","2691"
"3286","16003030018","298","1223"
"3287","16003030019","223","1002"
"3288","16003030020","87","396"
"3289","16003030021","305","1481"
"3290","16003030023","843","3851"
"3291","16003030024","689","3081"
"3292","16003030025","136","611"
"3293","16003030026","672","3045"
"3294","16006000002","953","4555"
"3295","16006000003","376","1839"
"3296","16006000004","1244","6051"
"3297","16006000005","397","1947"
"3298","16006000006","79","358"
"3299","16006000007","185","945"
"3300","16006000008","105","499"
"3301","16006000009","100","463"
"3302","16006000010","128","660"
"3303","16006000012","44","203"
"3304","16006000015","55","278"
"3305","16008080001","546","2415"
"3306","16008080002","177","769"
"3307","16008080003","239","1026"
"3308","16008080004","429","1825"
"3309","16008080005","718","3009"
"3310","13000600001","190","1057"
"3311","13000600002","209","1112"
"3312","13001020001","305","1433"
"3313","13004090001","75","414"
"3314","13004090002","165","685"
"3315","13004090003","30","149"
"3316","13005080001","124","621"
"3317","13006070001","625","3458"
"3318","13006070002","393","2276"
"3319","13007060001","186","768"
"3320","13007060002","137","691"
"3321","13007060003","334","1497"
"3322","13007060004","227","1014"
"3323","13010010001","280","1366"
"3324","13010010002","239","1136"
"3325","13012090001","210","996"
"3326","13012090002","216","940"
"3327","13012090003","610","2850"
"3328","13012090004","131","635"
"3329","13013080001","251","1205"
"3330","13014070001","471","2350"
"3331","13014070002","120","596"
"3332","13014070003","70","341"
"3333","13014070004","107","559"
"3334","13015060001","123","593"
"3335","13016540002","145","887"
"3336","13018030001","402","2309"
"3337","13018520001","1398","6081"
"3338","13018520002","278","1363"
"3339","13018520003","245","1048"
"3340","13018520004","365","1518"
"3341","13018520005","247","1015"
"3342","13018520006","217","898"
"3343","13018520007","203","838"
"3344","13018520008","163","629"
"3345","13018520009","129","567"
"3346","13018520010","181","883"
"3347","13019020001","220","1111"
"3348","13024050001","469","2234"
"3349","13024050002","56","265"
"3350","13024050003","165","773"
"3351","13024050004","194","882"
"3352","13025040001","93","428"
"3353","13025040002","74","363"
"3354","13025040003","180","1009"
"3355","13025040004","196","948"
"3356","13026030002","2533","10210"
"3357","13026030009","332","1365"
"3358","13026030013","586","2431"
"3359","13026030016","1972","8268"
"3360","13026030017","297","1143"
"3361","13026030022","136","591"
"3362","13026030023","6418","26580"
"3363","13026030024","2251","9574"
"3364","13026030025","716","3005"
"3365","13026030026","1842","7395"
"3366","13026030027","1276","5131"
"3367","13026030033","1409","5433"
"3368","13026030035","1305","5421"
"3369","13026030036","1266","5479"
"3370","13026030037","2797","11821"
"3371","13026030038","517","2182"
"3372","13026030039","10559","42476"
"3373","13026030043","84","323"
"3374","13026030046","528","2294"
"3375","13026030048","1936","7733"
"3376","13026030050","1329","5228"
"3377","13026030051","1595","6633"
"3378","13026030052","5505","22844"
"3379","13026030053","2699","10723"
"3380","13026030055","845","3129"
"3381","13026030056","609","2503"
"3382","13026030057","11","53"
"3383","13026030058","299","1161"
"3384","13026030060","1155","4085"
"3385","13026030061","378","1728"
"3386","13026030062","678","3063"
"3387","13026030065","881","3608"
"3388","13026030067","4009","15917"
"3389","13026030069","1385","5447"
"3390","13026030070","268","1043"
"3391","13026030073","756","3081"
"3392","13026030074","1389","5515"
"3393","13026030075","694","2805"
"3394","13026030076","910","3537"
"3395","13026030077","208","860"
"3396","13026030078","1832","7583"
"3397","13026030079","1088","4733"
"3398","13026030080","341","1343"
"3399","13026030081","301","1257"
"3400","13026030082","323","1328"
"3401","13026030083","1031","4027"
"3402","13026030084","1402","5575"
"3403","13026030085","496","1949"
"3404","13026030086","1086","4259"
"3405","13026030087","499","2038"
"3406","13032050001","169","806"
"3407","13034030001","403","2158"
"3408","13034030002","121","652"
"3409","13034030003","11","57"
"3410","13034030004","92","508"
"3411","13034030005","1272","5855"
"3412","13034030006","116","636"
"3413","13034030007","50","287"
"3414","13037000001","355","2220"
"3415","13037000002","36","169"
"3416","13037000003","125","818"
"3417","13037000004","123","658"
"3418","13037000005","325","1954"
"3419","13037000006","113","706"
"3420","13040620001","108","604"
"3421","13040620002","269","1367"
"3422","13042030003","90","592"
"3423","13042030004","652","3453"
"3424","13042030005","75","320"
"3425","13042030006","296","1568"
"3426","13042030007","254","1442"
"3427","13042030008","188","1050"
"3428","13042030009","102","468"
"3429","13042370001","252","1562"
"3430","13042370002","126","696"
"3431","35041070001","354","1241"
"3432","35057080005","166","661"
"3433","35057080029","163","663"
"3434","35057080032","53","189"
"3435","35057080033","84","311"
"3436","35057080034","59","234"
"3437","35057080035","144","515"
"3438","35060030001","130","571"
"3439","35060030002","63","245"
"3440","35060030003","157","609"
"3441","35060030005","95","337"
"3442","35060030008","681","2594"
"3443","35060030010","85","354"
"3444","35060030013","65","301"
"3445","35060030014","62","229"
"3446","35063590002","92","322"
"3447","35063590003","860","3078"
"3448","35063590006","424","1592"
"3449","35063590010","50","159"
"3450","35063590011","100","360"
"3451","35063590012","60","211"
"3452","35063590013","136","490"
"3453","35063590014","127","473"
"3454","35063590015","369","1294"
"3455","35063590016","180","678"
"3456","35063590018","527","1787"
"3457","35085040001","61","213"
"3458","35085040002","202","719"
"3459","35090070002","181","677"
"3460","35090070003","42","165"
"3461","35090070004","47","189"
"3462","35090070005","153","563"
"3463","35090070006","137","479"
"3464","35090070007","110","413"
"3465","35092050001","304","1102"
"3466","35092050004","129","447"
"3467","35092050006","363","1323"
"3468","35095020001","256","915"
"3469","35095020002","486","1737"
"3470","35095020004","268","1045"
"3471","35095020005","78","275"
"3472","35095020006","186","704"
"3473","35095020007","103","389"
"3474","35095020008","197","754"
"3475","35095020009","161","599"
"3476","35095020010","142","562"
"3477","35095020011","102","384"
"3478","35095020012","472","1717"
"3479","35095020013","389","1493"
"3480","35095020015","367","1330"
"3481","35095020016","457","1555"
"3482","35095020017","549","2054"
"3483","35095020018","77","280"
"3484","35095020019","330","1204"
"3485","35095020020","218","832"
"3486","35095020021","163","596"
"3487","35095020022","255","924"
"3488","35095020023","807","2746"
"3489","35095020024","74","233"
"3490","35095020025","304","1050"
"3491","35095020028","215","845"
"3492","35095020029","299","1102"
"3493","35095020030","62","231"
"3494","35095020033","235","837"
"3495","35095020034","125","458"
"3496","35095020035","231","848"
"3497","35095020037","117","491"
"3498","35095020038","125","453"
"3499","35095020040","258","919"
"3500","35095020041","92","354"
"3501","35095020043","444","1609"
"3502","35095020044","168","625"
"3503","35095020045","93","343"
"3504","35095020046","101","349"
"3505","35095020047","82","313"
"3506","35095020048","322","1297"
"3507","35095020049","200","832"
"3508","35095020050","544","1973"
"3509","35095020051","426","1632"
"3510","35095020052","96","342"
"3511","35095020053","278","1025"
"3512","35095020054","737","3172"
"3513","35095020055","519","1978"
"3514","35095020056","291","1056"
"3515","35095020057","82","301"
"3516","35095020058","96","366"
"3517","35095020061","413","1513"
"3518","35095020062","221","897"
"3519","35095020063","592","2265"
"3520","35095020064","193","671"
"3521","35095020065","70","258"
"3522","35095020068","180","686"
"3523","35095020069","345","1271"
"3524","35095020072","442","1672"
"3525","35095020073","76","288"
"3526","35095020074","251","950"
"3527","35095020075","61","222"
"3528","35095020076","300","1060"
"3529","35095020077","554","1964"
"3530","35095020078","93","387"
"3531","35095020079","60","217"
"3532","35095020080","439","1562"
"3533","35095020082","182","702"
"3534","35095020083","297","1106"
"3535","35095020084","114","424"
"3536","35095020085","109","393"
"3537","35095020086","221","731"
"3538","35095020087","148","535"
"3539","35095020088","160","559"
"3540","35095020089","375","1388"
"3541","35095020090","278","990"
"3542","35095020091","144","545"
"3543","35095020092","123","457"
"3544","35095020095","133","476"
"3545","35095020096","76","290"
"3546","35095020097","327","1231"
"3547","35095020098","199","798"
"3548","35095020101","80","272"
"3549","35095020102","293","1136"
"3550","35095020103","670","2534"
"3551","35095020104","249","840"
"3552","35095020105","146","637"
"3553","35095020106","3241","12058"
"3554","35095020107","141","466"
"3555","35095020108","207","705"
"3556","35095020109","257","935"
"3557","35095020111","179","647"
"3558","35095020112","32","106"
"3559","35095020113","112","405"
"3560","35095020114","60","227"
"3561","35095020116","122","510"
"3562","35095020118","116","376"
"3563","35095020119","5671","20663"
"3564","35095020122","90","335"
"3565","35095020123","103","387"
"3566","35095020124","3505","12861"
"3567","35095020125","474","1721"
"3568","35095020126","193","788"
"3569","35095020127","311","1072"
"3570","35095020128","1694","6306"
"3571","35095020129","422","1689"
"3572","35095020130","209","767"
"3573","35095020131","315","1149"
"3574","35095020132","263","918"
"3575","35095020133","232","932"
"3576","35095020134","485","1907"
"3577","35095020135","56","199"
"3578","35095020136","64","199"
"3579","35095020137","96","356"
"3580","35095020138","156","538"
"3581","35104010001","196","677"
"3582","35104010002","410","1452"
"3583","35104010003","53","214"
"3584","35104010004","70","251"
"3585","35106090001","479","1590"
"3586","35106090002","137","510"
"3587","35106090006","114","404"
"3588","35106090009","481","2183"
"3589","35106090010","245","956"
"3590","35106090012","50","188"
"3591","35106090027","157","623"
"3592","35106090029","41","153"
"3593","35106090030","359","1205"
"3594","35106090033","422","1636"
"3595","35106090035","49","212"
"3596","35106090037","83","311"
"3597","35106090038","100","425"
"3598","35106090039","170","697"
"3599","35106090042","210","882"
"3600","35106090044","392","1610"
"3601","35106090045","537","2222"
"3602","35106090047","353","1327"
"3603","35106090048","651","2321"
"3604","35106090049","159","460"
"3605","35106090051","188","686"
"3606","35106090052","351","1326"
"3607","35106090058","116","406"
"3608","35106090061","96","390"
"3609","35106090063","578","2163"
"3610","35106090065","383","1285"
"3611","35106090066","268","945"
"3612","35106090067","555","2203"
"3613","35128030001","219","777"
"3614","35130090001","165","667"
"3615","35130090002","128","527"
"3616","35130090003","59","256"
"3617","35135040002","3041","10083"
"3618","35135040005","1422","4818"
"3619","35135040007","1609","5414"
"3620","35135040012","4290","13865"
"3621","35135040013","413","1503"
"3622","35135040014","878","2897"
"3623","35135040015","168","556"
"3624","35135040016","148","447"
"3625","35135040018","619","1949"
"3626","35135040019","650","2181"
"3627","35135040020","237","770"
"3628","35135040021","121","389"
"3629","35135040022","974","3372"
"3630","35135040024","88","305"
"3631","35135040025","22","67"
"3632","35135040026","161","518"
"3633","35138010002","166","538"
"3634","35138010005","92","352"
"3635","35138010006","125","456"
"3636","35138010007","132","474"
"3637","35138010008","97","302"
"3638","35138010009","101","364"
"3639","35138010010","159","576"
"3640","35138010011","91","345"
"3641","35138010012","104","352"
"3642","35138010013","191","649"
"3643","35138010014","162","580"
"3644","35138010015","240","831"
"3645","35138010021","205","753"
"3646","35138010022","188","627"
"3647","35138010023","374","1365"
"3648","35138010024","557","2075"
"3649","35138010025","121","438"
"3650","35138010026","73","276"
"3651","35138010027","105","402"
"3652","35138010028","74","273"
"3653","35138010029","101","400"
"3654","35138010030","409","1448"
"3655","35138010032","298","1075"
"3656","35138010034","82","283"
"3657","35138010035","237","831"
"3658","35138010037","214","765"
"3659","35138010039","416","1402"
"3660","35138010041","220","834"
"3661","35138010046","64","246"
"3662","35138010048","125","425"
"3663","35138010049","166","588"
"3664","35138010052","439","1505"
"3665","35138010053","135","527"
"3666","35138010054","1307","4474"
"3667","35138010055","75","275"
"3668","35138010056","58","208"
"3669","35138010061","64","232"
"3670","35138010067","174","603"
"3671","35138010072","497","1699"
"3672","35138010073","149","473"
"3673","35138010077","176","705"
"3674","35138010078","220","827"
"3675","35138010082","101","355"
"3676","35138010088","75","256"
"3677","35138010090","69","240"
"3678","35138010093","56","187"
"3679","35138010094","176","608"
"3680","35138010100","77","316"
"3681","35138010101","118","381"
"3682","35138010104","264","935"
"3683","35138010111","380","1328"
"3684","35138010114","79","281"
"3685","35138010117","156","571"
"3686","35138010122","127","445"
"3687","35138010126","355","1259"
"3688","35138010127","537","1926"
"3689","35138010128","118","401"
"3690","35138010129","52","198"
"3691","35138010130","75","277"
"3692","35138010135","660","2329"
"3693","35138010136","183","600"
"3694","35138010140","75","250"
"3695","35138010143","86","379"
"3696","35138010145","313","1170"
"3697","35138010147","283","1057"
"3698","35138010151","206","683"
"3699","35138010152","379","1392"
"3700","35138010154","91","333"
"3701","35138010156","317","1192"
"3702","35138010157","467","1724"
"3703","35138010158","419","1683"
"3704","35138010159","521","1889"
"3705","35138010160","533","1828"
"3706","35138010164","125","433"
"3707","35138010165","113","404"
"3708","35138010166","3121","10836"
"3709","35138010170","100","372"
"3710","35138010173","193","684"
"3711","35138010177","99","380"
"3712","35138010178","236","885"
"3713","35138010179","210","665"
"3714","35138010180","101","360"
"3715","35138010181","378","1430"
"3716","35138010183","321","1193"
"3717","35138010184","328","1165"
"3718","35138010185","349","1200"
"3719","35138010186","191","761"
"3720","35138010187","159","529"
"3721","35138010188","543","1895"
"3722","35138010189","71","253"
"3723","35138010190","179","640"
"3724","35138010191","297","1070"
"3725","35138010192","163","613"
"3726","35138010193","345","1292"
"3727","35138010194","144","748"
"3728","35138010195","123","425"
"3729","35138010197","73","262"
"3730","35138010198","111","396"
"3731","35138010199","99","322"
"3732","35138010201","63","236"
"3733","35138010202","50","169"
"3734","35150040001","276","1072"
"3735","35150040002","353","1289"
"3736","35150040010","238","859"
"3737","35150040011","365","1422"
"3738","35150040012","95","357"
"3739","35150040013","602","2142"
"3740","35150040017","721","2851"
"3741","35150040019","544","1962"
"3742","35150040020","57","214"
"3743","35150040023","192","697"
"3744","35150040026","296","1168"
"3745","35150040027","100","402"
"3746","35150040031","102","329"
"3747","35150040033","113","455"
"3748","35150040034","171","587"
"3749","35150040035","217","886"
"3750","35150040036","169","735"
"3751","35150040039","192","707"
"3752","35150040040","338","1266"
"3753","35150040041","199","827"
"3754","35150040042","66","284"
"3755","35150040045","281","1204"
"3756","35150040046","186","649"
"3757","35150040047","250","903"
"3758","35150040048","164","584"
"3759","35150040049","131","538"
"3760","35150040050","198","775"
"3761","35150040051","321","1581"
"3762","35150040052","247","954"
"3763","35150040053","61","191"
"3764","35150040054","98","377"
"3765","35150040055","68","249"
"3766","35150040056","71","283"
"3767","35150040057","107","392"
"3768","35150040058","75","269"
"3769","35150040059","197","687"
"3770","35150040060","189","693"
"3771","35150040061","327","1066"
"3772","35150040062","129","430"
"3773","35150040063","119","464"
"3774","35150040064","56","220"
"3775","35150040065","210","905"
"3776","35150040066","76","283"
"3777","35157070001","648","2416"
"3778","35157070002","201","694"
"3779","35157070003","175","639"
"3780","35157070004","203","769"
"3781","35157070005","64","246"
"3782","35157070006","202","747"
"3783","35157070007","75","299"
"3784","35157070008","238","898"
"3785","35157070009","312","1229"
"3786","35157070010","64","217"
"3787","35157070011","93","342"
"3788","35157070012","334","1210"
"3789","35157070013","169","660"
"3790","35157070014","73","275"
"3791","35157070015","78","307"
"3792","35157070016","34","108"
"3793","35157070017","139","574"
"3794","35163090001","64","214"
"3795","35163090002","80","299"
"3796","35163090003","68","241"
"3797","35163090005","39","155"
"3798","35163090007","74","269"
"3799","35163090008","452","1626"
"3800","35163090014","79","295"
"3801","35163090015","109","380"
"3802","35163090016","89","349"
"3803","35163090017","156","543"
"3804","35163090018","131","433"
"3805","35163090019","56","191"
"3806","35163090020","53","226"
"3807","35163090022","102","373"
"3808","35163090023","87","328"
"3809","35163090024","65","269"
"3810","35163090025","127","490"
"3811","35163090026","182","641"
"3812","35163090027","81","265"
"3813","35163090028","117","407"
"3814","35163090029","47","170"
"3815","35163090030","107","377"
"3816","35164080001","72","257"
"3817","35164080002","808","3031"
"3818","35164080004","88","316"
"3819","35164080005","193","688"
"3820","35164080006","383","1385"
"3821","35164080009","66","234"
"3822","35164080010","63","238"
"3823","35164080011","207","754"
"3824","35164080012","192","750"
"3825","35164080013","43","176"
"3826","35164080014","110","380"
"3827","35164080015","58","226"
"3828","35164080017","107","399"
"3829","35164080018","132","492"
"3830","35187010004","614","2201"
"3831","35187010005","864","3137"
"3832","35187010006","439","1603"
"3833","35187010007","859","3048"
"3834","35187010008","298","1032"
"3835","35187010009","1259","4507"
"3836","35187010010","1387","4865"
"3837","35187010011","517","2099"
"3838","35187010013","162","550"
"3839","35187010014","572","2194"
"3840","35187010015","1370","5113"
"3841","35187010016","825","3397"
"3842","35187010017","707","2611"
"3843","35187010018","1711","6359"
"3844","35187010019","730","2719"
"3845","35187010020","345","1203"
"3846","35187010021","108","413"
"3847","35187010023","89","380"
"3848","35187010025","61","235"
"3849","35187010028","322","1196"
"3850","35187010029","158","657"
"3851","35187010030","73","271"
"3852","35187010031","1043","3708"
"3853","35187010032","311","1112"
"3854","35187010034","99","340"
"3855","35187010035","242","850"
"3856","35187010036","1179","4244"
"3857","35187010037","232","871"
"3858","35187010039","1543","5735"
"3859","35187010040","1349","4777"
"3860","35187010041","192","701"
"3861","35187010042","455","1773"
"3862","35187010043","217","799"
"3863","35187010045","218","770"
"3864","35187010046","91","322"
"3865","35187010047","702","2513"
"3866","35187010050","115","388"
"3867","35187010053","200","789"
"3868","35187010056","2336","8464"
"3869","35187010057","216","802"
"3870","35187010058","339","1290"
"3871","35187010059","833","2827"
"3872","35187010060","202","711"
"3873","35187010062","60","248"
"3874","35187010065","190","616"
"3875","35187010066","261","987"
"3876","35188000001","531","2051"
"3877","35188000002","33","123"
"3878","35188000003","54","216"
"3879","35188000004","734","2564"
"3880","35188000005","3352","12732"
"3881","35188000006","113","390"
"3882","35188000007","136","533"
"3883","35188000008","604","2228"
"3884","35188000009","76","287"
"3885","35188000010","149","537"
"3886","35188000011","242","942"
"3887","35188000012","256","1045"
"3888","35188000013","332","1143"
"3889","35188000014","238","878"
"3890","35188000016","246","847"
"3891","35188000017","152","564"
"3892","35188000018","520","1844"
"3893","35188000019","191","734"
"3894","35188000020","463","1627"
"3895","35188000022","1292","4880"
"3896","35188000023","196","703"
"3897","35188000024","218","769"
"3898","35188000025","594","2211"
"3899","35188000026","117","490"
"3900","35188000027","86","506"
"3901","35188000028","561","2192"
"3902","35188000030","1278","5158"
"3903","35188000031","154","595"
"3904","35188000032","448","1768"
"3905","35188000033","330","1290"
"3906","35188000036","221","827"
"3907","35188000038","515","1883"
"3908","35188000040","126","444"
"3909","35188000041","689","2615"
"3910","35188000042","225","763"
"3911","35188000043","266","995"
"3912","35188000044","163","584"
"3913","35188000045","92","325"
"3914","35188000046","156","506"
"3915","35188000047","649","2427"
"3916","35188000048","203","731"
"3917","35188000049","92","398"
"3918","35188000051","272","945"
"3919","35188000052","151","523"
"3920","35188000053","428","1589"
"3921","35188000054","479","1830"
"3922","35188000055","87","329"
"3923","35188000056","401","1598"
"3924","35188000057","273","1024"
"3925","35188000058","223","845"
"3926","35188000059","883","3361"
"3927","35188000060","164","594"
"3928","35188000061","378","1307"
"3929","35188000062","174","600"
"3930","35188000064","246","902"
"3931","35188000065","254","979"
"3932","35188000066","200","755"
"3933","35188000067","299","1126"
"3934","35188000069","153","580"
"3935","35188000070","503","1987"
"3936","35188000071","83","315"
"3937","35188000072","96","327"
"3938","35188000073","97","332"
"3939","35188000074","510","1970"
"3940","35188000076","297","1209"
"3941","35188000077","81","321"
"3942","35188000078","95","386"
"3943","35188000079","232","929"
"3944","35188000081","62","263"
"3945","35188000082","145","652"
"3946","35188000083","366","1358"
"3947","35188000084","289","1061"
"3948","35188000087","596","2332"
"3949","35188000088","1131","4377"
"3950","35188000089","123","431"
"3951","35188000090","182","628"
"3952","35188000092","111","402"
"3953","35188000093","189","720"
"3954","35188000094","108","399"
"3955","35188000095","274","997"
"3956","35188000096","798","2991"
"3957","35188000097","13","46"
"3958","35188000098","181","633"
"3959","35188000099","183","689"
"3960","35188000100","463","1762"
"3961","35188000101","99","346"
"3962","35188000103","164","573"
"3963","35188000104","311","1188"
"3964","35188000105","87","343"
"3965","35188000106","618","2041"
"3966","35188000107","1083","3819"
"3967","35188000108","242","806"
"3968","35188000109","223","943"
"3969","35188000110","267","964"
"3970","35188000111","442","1639"
"3971","35188000113","1249","4511"
"3972","35188000114","213","854"
"3973","35188000115","1374","5065"
"3974","35188000116","2061","7768"
"3975","35188000117","458","1712"
"3976","35188000118","1972","7217"
"3977","35188000119","200","731"
"3978","35188000121","81","326"
"3979","35188000122","149","604"
"3980","35188000123","1444","5422"
"3981","35188000124","126","474"
"3982","35188000125","1594","5765"
"3983","35188000126","364","1327"
"3984","35188000127","93","344"
"3985","35188000128","142","543"
"3986","35188000130","147","601"
"3987","35188000131","77","331"
"3988","35188000132","171","613"
"3989","35188000133","130","463"
"3990","35188000134","116","364"
"3991","35188000136","47","164"
"3992","35188000137","69","235"
"3993","35188000138","320","1235"
"3994","35188000139","125","429"
"3995","35188000140","54","186"
"3996","35188000141","80","302"
"3997","35188000142","32","160"
"3998","35188000143","852","3245"
"3999","35188000147","593","2107"
"4000","35188000148","231","807"
"4001","35188000149","220","899"
"4002","35188000150","98","359"
"4003","35188000151","80","291"
"4004","35188000152","121","455"
"4005","35188000154","79","259"
"4006","35188000156","62","223"
"4007","35188000158","205","748"
"4008","35188000159","70","274"
"4009","35188000160","101","357"
"4010","35188000161","61","252"
"4011","35188000162","83","279"
"4012","35188000163","87","338"
"4013","35188000164","2550","9270"
"4014","35188000165","376","1208"
"4015","35188000167","1869","6887"
"4016","35188000169","1852","6916"
"4017","35188000172","128","476"
"4018","35188000173","104","405"
"4019","35188000174","53","221"
"4020","35188000175","85","295"
"4021","35188000177","174","680"
"4022","35188000178","109","358"
"4023","35188000180","57","205"
"4024","35188000181","80","337"
"4025","35188000183","279","1027"
"4026","35188000184","75","246"
"4027","35188000185","70","263"
"4028","35188000186","31","124"
"4029","35188000188","80","304"
"4030","35188000189","150","574"
"4031","35188000190","798","3039"
"4032","35190710001","185","642"
"4033","35190710002","173","654"
"4034","35190710004","75","289"
"4035","35190710005","306","1137"
"4036","35195010001","96","335"
"4037","35222080001","256","958"
"4038","35222080003","62","247"
"4039","35222080007","70","267"
"4040","35225050001","183","606"
"4041","35225050002","371","1414"
"4042","35225050003","150","547"
"4043","35225050004","147","606"
"4044","35231070002","391","1440"
"4045","35231070003","503","1942"
"4046","35231070004","325","1238"
"4047","35231070005","368","1297"
"4048","35231070006","1677","6130"
"4049","35231070007","920","3418"
"4050","35231070008","230","827"
"4051","35231070009","181","674"
"4052","35231070010","371","1363"
"4053","35231070011","842","3277"
"4054","35231070012","146","586"
"4055","35231070013","1247","4593"
"4056","35231070014","211","783"
"4057","35239090001","71","260"
"4058","35239090002","77","345"
"4059","35239090003","175","620"
"4060","35244020001","113","460"
"4061","35244020002","371","1276"
"4062","35244020003","88","303"
"4063","35244020004","297","1212"
"4064","35244020005","69","199"
"4065","35244020006","986","3776"
"4066","35244020009","81","340"
"4067","35244020010","265","924"
"4068","35244020011","70","234"
"4069","35244020012","137","444"
"4070","35244020013","289","975"
"4071","35250030001","502","1810"
"4072","35250030002","76","262"
"4073","35259040001","311","1129"
"4074","35259040005","1371","5080"
"4075","35259040010","220","842"
"4076","35259040011","350","1277"
"4077","35259040020","103","383"
"4078","35259040021","178","730"
"4079","35259040022","2417","8830"
"4080","35259040023","70","276"
"4081","35264070001","466","1851"
"4082","35290050001","302","1184"
"4083","35290050002","83","325"
"4084","35290050004","58","210"
"4085","35290050005","224","755"
"4086","35290050006","54","193"
"4087","35290050007","175","686"
"4088","35290050008","76","274"
"4089","35290050010","106","389"
"4090","35292030001","83","244"
"4091","35294010001","339","1097"
"4092","35294010003","6864","25771"
"4093","35294010004","279","1163"
"4094","35294010007","7104","25761"
"4095","35294010009","337","1219"
"4096","35294010010","336","1129"
"4097","35294010012","147","550"
"4098","35294010013","251","918"
"4099","35294010014","178","567"
"4100","35294010017","106","370"
"4101","35294010023","752","2719"
"4102","35294010024","126","439"
"4103","35294010025","110","379"
"4104","35294010027","245","888"
"4105","35294010028","230","918"
"4106","35294010029","102","356"
"4107","35294010030","244","799"
"4108","35294010031","252","946"
"4109","35294010032","101","374"
"4110","35294010033","420","1775"
"4111","35294010034","113","352"
"4112","35294010037","56","168"
"4113","35294010038","285","984"
"4114","35294010039","872","3158"
"4115","35294010041","380","1250"
"4116","35294010043","386","1344"
"4117","35294010044","206","738"
"4118","35294010045","738","2923"
"4119","35294010046","542","2008"
"4120","35294010047","110","442"
"4121","35294010048","149","649"
"4122","35294010049","179","639"
"4123","35294010050","99","345"
"4124","35294010051","52","194"
"4125","35294010052","204","709"
"4126","35344010001","433","1793"
"4127","35344010002","88","314"
"4128","35344010004","545","2086"
"4129","35344010005","119","445"
"4130","35344010007","98","379"
"4131","35344010008","858","3216"
"4132","35344010009","185","718"
"4133","35344010010","33","127"
"4134","35344010011","502","1901"
"4135","35344010014","168","696"
"4136","35344010016","225","870"
"4137","35344010019","240","951"
"4138","35344010020","151","553"
"4139","35344010021","122","429"
"4140","35344010022","99","376"
"4141","35344010024","83","379"
"4142","35344010029","160","613"
"4143","35344010030","83","292"
"4144","35344010033","97","363"
"4145","35344010034","188","680"
"4146","35344010035","246","915"
"4147","35344010037","181","683"
